"TCGA-2F-A9KP-01";"TCGA-2F-A9KQ-01";"TCGA-2F-A9KR-01";"TCGA-4Z-AA7O-01";"TCGA-4Z-AA7S-01";"TCGA-4Z-AA7Y-01";"TCGA-4Z-AA80-01";"TCGA-4Z-AA83-01";"TCGA-4Z-AA89-01";"TCGA-BT-A20N-01";"TCGA-BT-A20P-01";"TCGA-BT-A42C-01";"TCGA-CF-A1HR-01";"TCGA-CF-A3MF-01";"TCGA-CF-A3MG-01";"TCGA-CF-A3MH-01";"TCGA-CF-A3MI-01";"TCGA-CF-A47S-01";"TCGA-CF-A47T-01";"TCGA-CF-A47V-01";"TCGA-CF-A47W-01";"TCGA-CF-A47X-01";"TCGA-CF-A47Y-01";"TCGA-CF-A5U8-01";"TCGA-CF-A5UA-01";"TCGA-CF-A8HX-01";"TCGA-CF-A8HY-01";"TCGA-CF-A9FF-01";"TCGA-CF-A9FH-01";"TCGA-CF-A9FM-01";"TCGA-CU-A3QU-01";"TCGA-CU-A3YL-01";"TCGA-CU-A5W6-01";"TCGA-DK-A1AA-01";"TCGA-DK-A1AG-01";"TCGA-DK-A3IS-01";"TCGA-DK-A3IV-01";"TCGA-DK-A3X1-01";"TCGA-DK-A3X2-01";"TCGA-DK-A6AV-01";"TCGA-DK-A6AW-01";"TCGA-DK-A6B0-01";"TCGA-DK-A6B1-01";"TCGA-DK-A6B6-01";"TCGA-DK-AA6P-01";"TCGA-DK-AA6U-01";"TCGA-DK-AA71-01";"TCGA-DK-AA75-01";"TCGA-DK-AA76-01";"TCGA-DK-AA77-01";"TCGA-E5-A4TZ-01";"TCGA-E5-A4U1-01";"TCGA-E7-A3Y1-01";"TCGA-E7-A4IJ-01";"TCGA-E7-A4XJ-01";"TCGA-E7-A519-01";"TCGA-E7-A541-01";"TCGA-E7-A5KE-01";"TCGA-E7-A5KF-01";"TCGA-E7-A677-01";"TCGA-E7-A678-01";"TCGA-E7-A6ME-01";"TCGA-E7-A6MF-01";"TCGA-E7-A7DU-01";"TCGA-E7-A7PW-01";"TCGA-E7-A8O7-01";"TCGA-FD-A3NA-01";"TCGA-FD-A43X-01";"TCGA-FD-A5BV-01";"TCGA-FD-A6TE-01";"TCGA-FJ-A3Z9-01";"TCGA-FJ-A3ZE-01";"TCGA-FJ-A3ZF-01";"TCGA-FT-A3EE-01";"TCGA-G2-A2EK-01";"TCGA-G2-A3IE-01";"TCGA-G2-A3VY-01";"TCGA-G2-AA3B-01";"TCGA-G2-AA3D-01";"TCGA-G2-AA3F-01";"TCGA-GC-A3BM-01";"TCGA-GC-A3RB-01";"TCGA-GC-A3RD-01";"TCGA-GC-A4ZW-01";"TCGA-GD-A3OQ-01";"TCGA-GD-A6C6-01";"TCGA-GD-A76B-01";"TCGA-GU-A42P-01";"TCGA-GU-A42R-01";"TCGA-GU-A763-01";"TCGA-GV-A3JW-01";"TCGA-GV-A3JX-01";"TCGA-GV-A3QF-01";"TCGA-GV-A3QH-01";"TCGA-GV-A3QI-01";"TCGA-GV-A3QK-01";"TCGA-GV-A40G-01";"TCGA-GV-A6ZA-01";"TCGA-H4-A2HO-01";"TCGA-H4-A2HQ-01";"TCGA-HQ-A2OE-01";"TCGA-HQ-A2OF-01";"TCGA-KQ-A41N-01";"TCGA-KQ-A41O-01";"TCGA-KQ-A41Q-01";"TCGA-KQ-A41R-01";"TCGA-LT-A5Z6-01";"TCGA-LT-A8JT-01";"TCGA-MV-A51V-01";"TCGA-S5-AA26-01";"TCGA-UY-A9PA-01";"TCGA-XF-A8HB-01";"TCGA-XF-A8HC-01";"TCGA-XF-A8HG-01";"TCGA-XF-A8HI-01";"TCGA-XF-A9SH-01";"TCGA-XF-AAML-01";"TCGA-XF-AAMQ-01";"TCGA-XF-AAN1-01";"TCGA-YC-A89H-01";"TCGA-YF-AA3L-01";"TCGA-YF-AA3M-01";"TCGA-ZF-A9R2-01";"TCGA-ZF-A9R3-01";"TCGA-ZF-A9R4-01";"TCGA-ZF-A9R5-01";"TCGA-ZF-A9R7-01";"TCGA-ZF-A9RE-01";"TCGA-ZF-A9RL-01";"TCGA-ZF-A9RM-01";"TCGA-ZF-AA4T-01";"TCGA-ZF-AA4U-01";"TCGA-ZF-AA4X-01";"TCGA-ZF-AA5N-01"
"BLZF1";8.37364083507131e-05;0.000359721244383893;0.000408220122553201;0.000298527037025454;0.00042314598127842;0.000464276328517022;0;0.00207045403864632;0.000166269675041516;0;0;0;0.000227315064622134;0.000981617483353079;0;0.000281043241070762;0.000267581088182347;0.000246095526121985;0.000165624566628143;0.000192298281997478;0;0.000418751037967618;0.000173178325536717;0.000398269696235757;0;3.30961877782931e-05;0.000166267628963034;0.000446423598198944;0;0;0;0;0;0.0013694713784247;0.000178606742079605;0;0.000540001694663847;4.60385726957908e-05;0.00082994680366556;0;0.000441574344273938;0.000210437871572845;0;0.000141456037291013;0.000247940598404192;0.000191847326705001;0.000240127357938103;0.000199989116773125;0.000995175472077908;0;0.000386663057270151;0;0.000335253250736124;0.000144993272369394;0.000110499983009115;0.000501089989187772;0;0;1.60210380040895e-05;0.00030995697140196;0.000469405481420649;1.32961585463934e-05;0.00122480283961074;0.000225657191716154;3.13717049420946e-05;0.000379042970587171;0;0.000245377397299442;0;0.000364218242432442;0;0.000644804467695898;0.00136247855470716;0.000286533087881781;2.94021748764978e-05;0.000217633895060716;0;0.000672062001440811;0;0;2.88169912763202e-06;0;0.000124301638932317;0.00087689219236901;0;0.000722142445022166;0;0.000314245364950756;0.000546772504871983;0.000377275450954184;0.00047440979000905;0.00055129629456136;0;0;0.000389471033211891;0.000465716640348651;7.55515459342751e-05;0.000604051563313895;0;0.000368507389681854;0.000375508761253023;0.00075959423610646;0.000903627729119005;0;0;0;0;0.000511913321561878;5.30585364882617e-05;0;0.000688416795091977;0;0.000157207807901388;0.000337387767001828;0.000144622860895478;0.000183461357344268;0;0.000519667827296115;0.000200807940822056;0.000584524896522093;0.000403691543501382;0.00025272612402314;0.000218146646597567;0.000786092849190155;0.000636629278047654;0;0.000719061590409927;0.000321774398314872;0.000198402892639294;0.000480279119110262;0.00105334954679661;0.000609248561061163;3.2408037933929e-05;0.000924267398943805
"ELK4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00178677618080323;0;0;0;0;0;0;0;0;0;0;0;0;0;8.10825080455302e-05;0;0;0;0.000108150710893775;0;0;0.000443368270645164;0.00341534346018176;0;0.00453272354256746;0;0;0;0;0;0;0;0;0;0.00198159814056141;0;0.000441442570969323;0;0;0;0;0.00112654460663637;0;0.000395327163234791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.87959352718641e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00651565517067268;0;0;2.07129114103386e-05;0.00338701841031528;0;0;0;0;0;0;0;0;0;0.00610845947534725;0;0;0.000719517734042979;0;0;0;0;0;0;0;0.00181927273653287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DRAP1";0;0.00245167182507631;0;0;0;0;0;0;0;0;0;0.0158589040740964;0.0012026741298554;0;0;0;0;0;0;0.00657568722537655;0;0;0.0242519430318978;0.00888661910699254;0;0;0;0;0;0;0;0.0131505568798047;0;0;0;0;0;0.00961913016941925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0266070046806633;0;0.0103135925985365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0245697785365589;0;0.00642976042866621;0;0;0.0050211964934227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0186566457844198;0;0;0;0;0;0.0226673932243413;0;0;0;0;0;0.39403123984711;0;0;0;0;0;0;0;0;0;0;0.0176032864247127;0;0;0;0;0;0;0
"NFE2L2";0.00181550929999615;0.0081130777021124;0;0;0.00148610396036566;0.00115303022391381;0.000201702825297465;0;0;0.00221600969904945;0;0.00214191210200448;0;0;0.00207051644788829;0;0.00194237461007184;0.000217096705599162;0.000676881954293966;0.000338574831967363;0;0.00138111998867825;0.000617415103383902;0.00170470853575676;0.000114642692664391;0.00109197129378523;0;0;0.00139279616181802;0.000324651253151605;0.00328753317528919;0.000339314656167692;0;0.00248292221167057;0.00138853049193469;0;0;0.00188557560792823;0.0165530649761649;0.00051606384746012;0.00255332330117234;0.00109652911836698;0.00248234935924129;0.00099289370031047;0;0;0.00334413268113645;0;0.00156311189050252;0.00359604129258809;0.000803973550659497;0;0;0.000370553450311434;0;0.000928032560949851;0.00192621928266318;0;0.000225125614323427;4.89222586584103e-05;0.00187598987212291;0;0.000804895217030692;0.0030921880796321;0.000336863604824385;0.00209706037907698;0.00253791578827096;0.000369178684556958;0.00198410019586324;0.000227291996353899;0.000482770443968199;0;0;0;0.00083340863150943;0;0.000201617112545223;0.000150153256538107;0.00059631657798727;0.00299429334101104;0;0.000290262808715209;0.00011819079701946;0.00380832249357341;0.00213551724442753;0;0.00142717790169386;0;0.00087450528698831;0.00141485537654755;0;0;0.000683214857343096;0;0.00242651918947046;0.00125379518770211;0.000649113079012884;0.00070560820529601;0.00152159681032882;0;0;0;0.00196423913795955;0.00257102403247865;0.00485415124869866;0.000650578895913466;0;0.00244680811190509;0.00141464811256474;0.00250668910238818;0.0010923096016057;0;0;0;0;0.00131253957796519;0.000150679603210635;0.000852093142087818;0;0;0.00257051379777977;0.00088917692842868;0.000503239770984476;0.000668307547288906;0.00254509028448271;0;0.00013136424422764;0;0;0.00167715845225977;0.00123602866022025;0;0;0
"TEAD2";0.000643716101448588;0;0;0;0;0.00112213812638557;0;0.00259374447400885;0;0;0;0;0.000706473599402457;0.000395137195189366;0;0;0.00010109667542981;0;0.000996125825691741;0.000245984309291354;0.00337959353486258;0;0;0;0.00162175014430554;0.000938471952865457;9.49600574990056e-05;0.000605728235063213;0;0.00144736109103991;0.0010005200022;0.000197391915534665;0.00112254953446091;0.00205759769004755;0.000598894761539718;0.00123699074161542;0;0.000781886873460023;0.00314397335699203;0;0.000716809095537517;0.00851790859101629;0.000510417202933989;0;0;0;0;0;0.000962065121203707;0.000541218139713566;0.002339944112893;6.07964311186844e-06;0;0;0.0018411451409669;0.00220260454766292;0.000438040534947904;0;0.0048809255014475;0;0;0;0.00150670280393784;0.000370564830971907;0;0.00122184227101593;0.000981568205579858;0;0;0;0.00224161849147698;0.000112372104012382;0;0.000523290946035366;0;0;0;0;0.000746511442157445;0;0;0;0.00138157865619206;0;0;3.14888849569212e-05;0;0;0.00120462634317542;0;0.00251860838755383;0.00101400196426977;0.00127996098845397;0;0;0;0;0.00240387204083559;0.0014806771910217;0.000886519349447635;0.00180086500931384;0.000625370017563905;0.00230428262295372;0;0.0019168576707037;0.00119116413802348;0;0.000298904489029847;0;0.000836283240073341;0.000657334415719043;0.000348148030338733;0;0.000581280129611353;0.000458332308296034;0;0;0.00117042809964221;0.00115184941657204;0.000916016937281817;0.000283119687898077;0.00104204517563391;0;0;0.000317914197134434;0;0.00155610524502092;0;0;0;0.000566690734115697;0.000579939908221749;0;0.00391074419865255
"ZNF354C";0;0;0;0;0;3.55544663004342e-05;0.00202306137271675;0.00325147570683763;0;0;0;0;0;0.00499193855810056;0;0;0.00113418459899487;0;0;0.000183534868688008;0;0;0.00274724282149671;0.00127623079026904;0.000125067556314207;0.00778193338493191;0;0.000304788352483357;0;0.00171462898474191;0;0;0;0.0021137058489145;0;0.000125721899556749;0;0;0;0;0;0;0;0.00299711254078474;0;0;0;0;0;0.00147479535590477;0;0.00180076633756456;0;0;0;0.000146354123056944;0;0;0.00103809045566385;0;0.00074878805080265;0.00273373502407332;0.000456566176096027;0.000295529070922959;0.00189920447473659;0.00048809472578903;0.0131024847411332;0;0;0;0;0;0;0.00814054585934722;0;0.00111020599711537;0;0.00204041503114238;0.0049937398253051;0;0;0.00189859500334293;0.0010403635764723;0.003095086021564;0.00187807225364146;0;0.000573435451707954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00138936190067175;0.00586346300573344;0;0.00309860623875902;0.00308856640515634;0;0;0.0060258209303316;0;0;0;0.00557937963857257;0;0.0142443903459506;0.000760460240230433;0;0;0;0;0;0;0.00118396850433181;0;0;0.000709360785335495;3.07031711508509e-05;0;0;0;0;0.0115746534359583;0
"HABP4";0;0.0043335273948208;0.00124854995772684;0;0.00330684979693374;0;0.00118733369256247;0.00224500012593717;0;0;0.000296234979778135;0.00340179105841318;0.000488395674358062;0;0;0;0;0;0.001348165843021;0;0.00135728118080458;0;0.00350090504244174;0.00136015056516544;0.0225446602611722;0;0.0364330491805799;0;0;0.00713308258494624;0.00280608133631414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00430877542739216;0;0;0;0.0124774693497578;0;0;0;0.000378557775406673;0;0;0.00472154749174486;0.0126343391023731;0;0;0;0;0;0.000785053681794393;0;0;0;0;0;0;0;0;0;0;0.00112187198193195;0;0;0;0;0;0;0;0;0;0;0;0.000362048123656824;0;0;0;0.000229739001549164;0;0;0;0;0;0.00401962754654817;0;8.68262081064797e-05;0.00534639371976194;0;0;0;0;0;0;0.00701385876675304;0.000399879352676537;0;0;0.0632495021765499;0;0;0;0;0;0.0027168623051419;0.00960698865314354;0;0;0.00405526519012423;0;0;0;0;0;0.00405337553197655;0;0;0;0
"KCNIP3";0;0;0;0;0;0;0;0;0;0.014416018256085;0;0;0;0;0;0;0.0368503030475741;0.00648183125952029;0;0;0.00436235349653033;0;0;0;0;0;0;0.0196001804419704;0;0;0;0;0.0017954100326053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0506263043479133;0;0;0;0;0.21619031168062;0;0;0;0;0.0047892104894145;0;0;0.00824036800939137;0;0;0.00346457710650701;0;0;0;0;0;0;0;0;0;0;0;0.000200653419939875;0;0.0209666887168671;0;0;0;0.00613409493412384;0.0353931145216887;0.0386790221779284;0;0;0;0;0;0;0;0;0;0;0;0;0.00220272590247255;0;0;0;0.0119428007856102;0;0.00539571796264139;0;0;0.0425773253517155;0;0.00690876968753276;0;0;0;0;0;0;0;0.00224382496905308;0;0.0266777893038234;0.00181044587534485;0;0;0;0.0334553142654193;0;0;0;0;0;0;0;0
"ARNTL2";0;0;0.000389592937333007;0.000512116467631699;0;0;0;0.00191884462373732;0.000388893182322997;0.000503652460119166;0.000401089213567714;0.000360121064131858;7.12562118988108e-05;0;0.000717982738242398;0.00118854084013406;0.000819408229679406;0;0;0.000960862607979381;0.000528190850425866;0.00126206804881469;0.000347400246757331;0.000495108789232536;0.00224941053812633;0;0.0010192424239446;0;0.000313513701734016;9.27505744937553e-05;0.000954735986957897;0.00022479792479347;0;0.00139859520911453;0.000250160802635038;0.000317053094133456;0;0.00198038671629637;0.00104012404221223;0;0.00244617323808459;0.000461424934152744;0.00199565867170904;0.000378591435485409;0.000342798352678266;0;0.000821579904375352;0;0.00208956755597556;0;0.000172126798576288;0;0.000439498607359329;0.0016997205903722;0;0.00113554953167502;0.000573398502721903;0;0.000419147168848864;0.000622274603013239;0.00122910708537504;0.000722609126120718;0.00189386405499658;0.000638713073904267;0.000242828529773174;0;0;0.000213748462686688;0;0;0.000591189762777819;0;0.000186064681350997;0;0.000779754139413855;0;0.000281149025572018;0.00211505704810287;1.07536331181825e-05;0.000505161471728948;7.67339771994232e-05;0.00109671625062502;0.000217831678628444;0.000929327360364276;0;0.00053875928748376;0;0;0.000576078458667396;0.000626773754138575;0;0;0;0.000302465033310952;0.00058736617920343;0;0;0.000552374526794864;0;0.000736983474065275;4.6635683203817e-05;0.00200813411545692;0;0.00131467427146185;0.000795388595831607;0;0.000310031022778618;0.000489480339368156;0.00119586668185728;0;0;0.000353990522057431;0;0.0005540951411961;0;0;0.000496565707253741;0;0.00025381007652944;0.00146942496743021;0.003110260146788;0.00089994817443984;0.000447151783338734;0.000982785890899047;0.000431966563591497;0.000579754917885943;0;0;0;0.00069423075351567;0.00108938381196724;0.000418407308888126;0.00130484984271971;0.000835476653821624
"RFX5";0.000143961605767055;0;0;0.000263001279551423;0;0.000466456006660135;0.00131372168703954;0.00157773483126479;0.000242842267272526;0;0.00268976500203664;0.000156776328289605;8.78229277789378e-05;0.000589071147384305;0;0;0.000610930159535299;0.000407401508541503;8.10154352243545e-05;0.000414866294142138;0.000419774590606401;0.000287192296665649;0.000108696856765165;0.000352385957433566;0.000755752548676913;0.000410191541109832;0.000836737270672768;0.000647627563300836;6.77260327309933e-05;0.000738633280916199;0.00108618507011769;0.000272727139280986;3.03758678086313e-05;0.00153436668882364;0.000230408179455781;0.00101295315698105;0;0.000380182882357023;0.0012283793395911;0.000188842397056291;0.000628633482482215;0;0.00134498976591441;0;0.000383554332643893;0.000179830393000135;0.00024855633131778;0.000704895571665846;0.00106657662826574;6.65411552168058e-05;0.000775635938672877;0.000319148966568503;0.000493272730579334;0;0;0.00157130910719964;0.000683884119681475;0;0.000372951317327929;0.000231226799007168;0.00107295249411222;0;0.00213197962803881;0.000159042967505728;0.000296164476400989;0;3.62140234826133e-05;0.000439630659241035;0.000318087764595755;0.000300969336336668;0;0.000561706994681179;0.00137631021004053;0.00019996311700349;0.000550865717978965;0.00032907326742594;0.000266076078823141;4.33134167683542e-05;4.93080706466311e-05;0.000335934709446956;0.000347590351179425;0.000301518082730424;0.000167256722187262;0.00114837877289291;0;0.00105699339437049;0;0.00117470452942596;0.000555335247851297;0.000915139947545995;5.30626135173801e-05;0;0.000378471486925155;0.000114449928546213;0.000537033719068902;0.000169057513871019;0.000151384044017939;0;0.000578606575076746;0.000456363258919719;0.000202365156336732;0.00107253779697889;0.000188583789703618;0;0.00183461951433076;0.000241002000659714;0.000981990804314167;0.0005155213501966;0.000482003311437012;0.0010202968320983;0.000579139201593763;0.000366298417758271;0.00109142499096256;0.00105392148049539;0.000310159627338868;0.000291407258474964;0.000261209360061566;0.000317086486452522;0.000235682749533483;0.000327309091302991;0.00118339986241104;0.000613678533541364;0.000680063395015843;0.000230796902869556;0.0011571096073189;0.00062208156504131;0;0.00105719670241647;0.000878799467585428;0;0.0011568425357071;0.000169684190933901;0.000992903365688111;0.000307735363830124
"ZSCAN12";0.000427201902855158;0;0;0.000646590616557634;0.00151496229834763;0.00266762996795858;0.00242165368685989;0.00494654714333682;0.000929294023594031;0;0.000596513146829439;0;0.000244912202680619;0;0;3.55322433894315e-05;0;0.000504962636331835;0;0.00165456927197918;2.84184610063803e-05;0.000275373035967767;0.00206722103594993;0.00204643739276683;0;0;0;0;0.000799548171310028;0.000997779345015352;0.00416912918089453;0;0.00053002064716693;0.00162072153348301;0.00139943059233338;0.000890758767341179;0.0011222738607736;0;0.00842554612571871;0;0;0.00139940421248214;0.00166068559926037;0.000614813964689047;0.00200455018926979;0.000715554749284038;0;0;0.00197696661543719;0.000229194940174801;0.00435985748744223;0;0.000697973862907375;0.000742309947868297;0;0.0016053900427305;0.000359940858300688;0;0.00153160969438382;0;0;0;0;0.00162633889616272;0.00149697126907205;0;0;0.00124037619209665;0;0.00128892970280336;0;0;0.00164043010099141;0;0.000239449710909698;0.000116603027957651;0.000741775156996037;0;0;0.000864375829980465;0;0;0.00178330641449018;0.0107581574093131;0;0.0034805883093513;0;0;0.00189409428670693;9.17563632787926e-05;0.000899141997549071;0.000147966493124708;0;0;0;0;0.00124468448118236;0.0025586932963873;0.0033473114642984;0;0.00618575310592246;0.0121154315740212;0.00100645264736647;0.00110665655275574;0.0036065737054046;0.00158632711535804;0;0.000511124537973525;0.00248008265138498;0.000478966144661627;0.00115190320313075;0.000342818747470811;0;0.00178815110835033;0;0.000743499778212979;0.000499625536767299;0.000584091288867147;0;0;0;0.000152720829829134;0;0.00142587612549854;0.00192531568272891;0;0;0;0.000793239595678582;0;0.00482950061641024;0.00137949299591336;0.00163125000919639;0
"E2F2";0;0;0;0;0;0;0;0;0.000148246934602341;0;0;0;0;0;0;6.92076027331255e-05;0;0;0;0;0;5.09304782809415e-05;0;0;0;0;0;0;0;0;0;0;0;4.3858343877807e-05;0;8.30676239285167e-05;0;0;0;0;0;0;0;0;0;0.000127805550316744;0;0.000183702452681403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.18156147635172e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.68793775822496e-05;0;0;1.12412220722049e-06;0;0.000141646127959083;0.000134459283971734;0;0;0;0;0;0;0;0;0;1.93574605547219e-05;0;4.3202473935413e-05;0;5.02505286638517e-05;0;0;5.42439128501673e-05;0;9.01115816963026e-05;0;0;0;0;0.000164608860776503;0;0;0;0;0;0;0;0;0;0;8.14919740943601e-05;0
"TCF19";0;0;0.00118234660500516;0;0;0;0;0;0;0.005477077040458;0.00114191325966138;0.00120032354229879;0;0;0;0;0;0;0;0;0.00128888648017386;0;0;0;0.00807799507083562;0;0.0059785742609965;0;0;0;0.00259784179704436;0;0;0;0;0;0.00303266322876523;0;0.00291803893388436;0;0;0;0;0;0;0;0;0;0.0480896596892473;0;0.00362718158122643;0;0;0;0;0.00317028899672425;0;0;0;0;0;0;0;0.00344791067754288;0;0;0;0;0;0.023526770951768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00077665695900688;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00730085871144254;0.00120663312219684;0.010212772044925;0.00898821457650207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00281149361596101;0;0;0.000583695808661026;0;0;0;0;0.00110005414124448;0;0;0;0;0.000127760440166693
"SOX2";0.000802349938807841;0;0;0.000684466480861836;0;0.00013648203238692;0.00140328656592134;0.00133455043459322;0.000921613216212908;0.00124976354187409;0.000902765243994881;0;0.000397850899997078;0;0;0;0.00199724377766245;0;0.000344620058169872;0;0.000872037898423254;0;0.000748380206517285;0;0.00124212146120068;0;0.00148526925539038;0;0;0;0;0;0;0.00446428059572355;0;0.000784414743686641;0.000441075488404696;0.000250402974815995;0.00282526560506168;0;0;0.000840034367614065;0.000959092614552487;0.000329108380694827;0.00198233684258878;0.00124631534153148;0;0.000755633737245139;0.0012969836120856;9.21145178677135e-05;0.00305421380250766;0.00088023853466898;0.000374443975502292;0;0;0.000990178741317959;0.00065030348335242;0.00177880034879107;0;0.000985345685564403;0.0276919888125898;0.00180019156480323;0.001412383574468;0.00125707297157451;0.000373466986038423;0;0;8.9882084841308e-05;0.000642563895642664;0.00183562195766145;0;0;0.00141401614997363;0;0.00242173795847711;0.00124616114644796;0.000129153403867849;0.000610991135226657;0.000705893457660526;0;0;0;0.000847758028095138;0.00256866152714678;0;0.00089059913716049;0.00247814764733174;0.000531086546901159;0;0.00497622349027112;0.000134675668433799;0.000958811350605579;0.00094128634172858;0.00169064735369691;0;0;0.00018389504107944;0.000908065278622626;0;0.00215204628937614;0.00105382580934432;0.00567558667320434;0.0120561415224236;0.00409737672794428;0.00183318314645055;0.00139077152341269;0;0;0.000402930011854063;0;0.001301736707047;0.00279322724501292;0;0;0.000906196182045967;0;0.000479963740295978;0;6.50286602918642e-05;0;0.00103023115386363;0.000462908127047244;0;0.0016955887849878;0.000600057446606914;0;0.000155808923812435;0;0;0;0.000921981887167574;0;0.00300381345998343;0
"NR2F2";0;0.0019578043132266;0;0;0.000301397336905246;0.00013983427769083;0.000118687336725481;0.00257436352128002;0.00104824973854522;0.00528862608505736;0;0.00175680535508605;6.6149565725213e-05;0.00192791137288248;0.000411350841343007;0.00141276068628312;0.000996318065253316;0.000968809541141272;0;0.000637880377648073;0.0007237128624958;0.00253188258321907;0.000295741935635731;0.0017032810987213;0.000796587461133243;0;0;0.000876587075676029;0;0.00142805722187887;0.00301901217726365;2.53665766419547e-05;7.36699992144284e-05;0.00138978732283099;0;0;0.000192891084408411;0.000356867874838821;0.000224555854761549;0.00079791094198824;0.000632076335495032;0.000281977726713124;0.0102816701172057;0.00423362860392717;0.000410637994400713;0.00102308169348758;0;0.000215048814488966;0.00241887745990911;0;0.000362663675342901;0;0;0.000122174530793403;0.000123436469187541;0;0.000653223679196165;0.00287483542732297;0.00265802595298034;0.00112959908898937;0.000678271406383363;0.00062375897388873;0.00203366524037028;0.000746373010102079;0;0.00140967500919724;0.000629407953327009;0.00082703162173556;0;0.00174549957444287;0;0;0.00122414097818652;0;0.000195888567766681;0;0;0;0.00074432023716356;0.000153583837182871;0.000448850973222594;1.77637858346752e-05;0.00108039050147679;0.00212298185749914;0.00128473747468166;0;0;0.000777583482242303;0;0;0.00165897057762279;0.00287674808009847;0.00135140757415112;0.000452092919017746;0.000220720779945682;0.000239797772770172;0.00183791535581908;0;0;0.000623817700043939;0.000184534504399762;0.000610009502034912;0.000276403163543919;0;0.00082904970092414;0.000705226494787335;0.00080847569171069;0;0.00329355449120539;0;0.000477295255609083;0.000560537902611599;0.000733741078384849;0.000353415120064636;0.00139524439787851;0.00126542595354065;0.00107518458041776;0.000886471600790121;0.000493391537586215;0.000972755853177152;7.09933391891366e-05;0;0.00242130675729236;0;0.000781624665848002;0;3.86596460431191e-05;0;0.0021378480009813;0;0.00123137103668347;0.000327372897086779;0.0064585418646296;0
"NR3C1";0;0.000364743273448087;0;0;0;0;0;0.00421899419368935;0.00159066122787334;0;9.90427473175062e-05;0;0.000372768870910371;4.59278899553029e-05;0.00214114452375612;0.000183154592402538;1.20985314189475e-05;0;0;0;0.000172705894510931;6.81299016440067e-05;0.00198943773450205;0;0;0.000328586759858271;0;0.000769037181021365;0.000212169951957164;0.00243719510078187;0.000604180058553699;0;0.000902152295227981;0.000580269986011426;0.00044114335953918;0.00131031749437674;0;0;0.00256332651669033;0.0012775912483651;0;0.000457578149436108;0.000678151777294635;0.000735927725515334;0;0.00193509556311675;0.000390160713332168;0;0;0.00168917570322971;0;0;0.000488160368867885;0;0.000675513676789777;0.000338169873554344;0;0;0.0013167748143249;0;0;0.000102952589925914;0.000411879958082802;0.000351307202863977;5.74524261499004e-05;0.00141959195686499;0;0.00071278720180833;0;0;0.00394457634344842;0;0;0.000117849519123702;0.001644140162955;0;0;0;0;0;0;0.000325437764435719;0.00035961775936536;0.00192323346713784;0;0.000617319891451639;0;0.000591659336289677;0.00156358520912382;0.00121548451774591;0;0;0;0;0;0.000288481567686825;0;0;0.000557171352085652;0.000919940924233827;0;0.000282798936588361;0.0024213690350124;0.000711011162347706;0.00219841716195941;0;0;0.000776430749043695;0.000606724731358664;0;0;0;0;0.000839266287638279;0.000766275951931536;0.00106036257887081;0;8.83580943208732e-05;0;0.00106700693949105;0.000607752600490829;0;0.00011835587145495;0;0;0.000817880621150721;0.00082199497752584;0;0;0;0;0;0.00106352826665835;0.000768941321661286
