"TCGA-2F-A9KP-01";"TCGA-2F-A9KQ-01";"TCGA-2F-A9KR-01";"TCGA-4Z-AA7O-01";"TCGA-4Z-AA7S-01";"TCGA-4Z-AA7Y-01";"TCGA-4Z-AA80-01";"TCGA-4Z-AA83-01";"TCGA-4Z-AA89-01";"TCGA-BT-A20N-01";"TCGA-BT-A20P-01";"TCGA-BT-A42C-01";"TCGA-CF-A1HR-01";"TCGA-CF-A3MF-01";"TCGA-CF-A3MG-01";"TCGA-CF-A3MH-01";"TCGA-CF-A3MI-01";"TCGA-CF-A47S-01";"TCGA-CF-A47T-01";"TCGA-CF-A47V-01";"TCGA-CF-A47W-01";"TCGA-CF-A47X-01";"TCGA-CF-A47Y-01";"TCGA-CF-A5U8-01";"TCGA-CF-A5UA-01";"TCGA-CF-A8HX-01";"TCGA-CF-A8HY-01";"TCGA-CF-A9FF-01";"TCGA-CF-A9FH-01";"TCGA-CF-A9FM-01";"TCGA-CU-A3QU-01";"TCGA-CU-A3YL-01";"TCGA-CU-A5W6-01";"TCGA-DK-A1AA-01";"TCGA-DK-A1AG-01";"TCGA-DK-A3IS-01";"TCGA-DK-A3IV-01";"TCGA-DK-A3X1-01";"TCGA-DK-A3X2-01";"TCGA-DK-A6AV-01";"TCGA-DK-A6AW-01";"TCGA-DK-A6B0-01";"TCGA-DK-A6B1-01";"TCGA-DK-A6B6-01";"TCGA-DK-AA6P-01";"TCGA-DK-AA6U-01";"TCGA-DK-AA71-01";"TCGA-DK-AA75-01";"TCGA-DK-AA76-01";"TCGA-DK-AA77-01";"TCGA-E5-A4TZ-01";"TCGA-E5-A4U1-01";"TCGA-E7-A3Y1-01";"TCGA-E7-A4IJ-01";"TCGA-E7-A4XJ-01";"TCGA-E7-A519-01";"TCGA-E7-A541-01";"TCGA-E7-A5KE-01";"TCGA-E7-A5KF-01";"TCGA-E7-A677-01";"TCGA-E7-A678-01";"TCGA-E7-A6ME-01";"TCGA-E7-A6MF-01";"TCGA-E7-A7DU-01";"TCGA-E7-A7PW-01";"TCGA-E7-A8O7-01";"TCGA-FD-A3NA-01";"TCGA-FD-A43X-01";"TCGA-FD-A5BV-01";"TCGA-FD-A6TE-01";"TCGA-FJ-A3Z9-01";"TCGA-FJ-A3ZE-01";"TCGA-FJ-A3ZF-01";"TCGA-FT-A3EE-01";"TCGA-G2-A2EK-01";"TCGA-G2-A3IE-01";"TCGA-G2-A3VY-01";"TCGA-G2-AA3B-01";"TCGA-G2-AA3D-01";"TCGA-G2-AA3F-01";"TCGA-GC-A3BM-01";"TCGA-GC-A3RB-01";"TCGA-GC-A3RD-01";"TCGA-GC-A4ZW-01";"TCGA-GD-A3OQ-01";"TCGA-GD-A6C6-01";"TCGA-GD-A76B-01";"TCGA-GU-A42P-01";"TCGA-GU-A42R-01";"TCGA-GU-A763-01";"TCGA-GV-A3JW-01";"TCGA-GV-A3JX-01";"TCGA-GV-A3QF-01";"TCGA-GV-A3QH-01";"TCGA-GV-A3QI-01";"TCGA-GV-A3QK-01";"TCGA-GV-A40G-01";"TCGA-GV-A6ZA-01";"TCGA-H4-A2HO-01";"TCGA-H4-A2HQ-01";"TCGA-HQ-A2OE-01";"TCGA-HQ-A2OF-01";"TCGA-KQ-A41N-01";"TCGA-KQ-A41O-01";"TCGA-KQ-A41Q-01";"TCGA-KQ-A41R-01";"TCGA-LT-A5Z6-01";"TCGA-LT-A8JT-01";"TCGA-MV-A51V-01";"TCGA-S5-AA26-01";"TCGA-UY-A9PA-01";"TCGA-XF-A8HB-01";"TCGA-XF-A8HC-01";"TCGA-XF-A8HG-01";"TCGA-XF-A8HI-01";"TCGA-XF-A9SH-01";"TCGA-XF-AAML-01";"TCGA-XF-AAMQ-01";"TCGA-XF-AAN1-01";"TCGA-YC-A89H-01";"TCGA-YF-AA3L-01";"TCGA-YF-AA3M-01";"TCGA-ZF-A9R2-01";"TCGA-ZF-A9R3-01";"TCGA-ZF-A9R4-01";"TCGA-ZF-A9R5-01";"TCGA-ZF-A9R7-01";"TCGA-ZF-A9RE-01";"TCGA-ZF-A9RL-01";"TCGA-ZF-A9RM-01";"TCGA-ZF-AA4T-01";"TCGA-ZF-AA4U-01";"TCGA-ZF-AA4X-01";"TCGA-ZF-AA5N-01"
"HAND2";0;0;0;0;0;0;0;0;0;0.0443388556087006;0.000692875964206553;0;0;0;0;0;0.000202712637107072;0;0.00291698397925622;0.0235038407799667;0;0;0;0.000411008854608833;0;0;0.00277815632581939;0;0;0;0;0.00851864990372678;0;0.0117158793970609;0;0;0.00894151411986161;0.000474692330274106;0.0391053937745101;0;0;0;0;0;0;0.0167003060887848;0;0;0.049221345172402;0;0;0;0;0;0;0;0.0164184984625459;0;0;0;0;0;0;0.0670618987552447;0;0.00955282066924264;0.0229660883189987;0.00966039862159316;0;0;0;0.0256386982394838;0.0143208823567925;0;0;0;0;0.070371268512236;0;0;0;0.00550641942617162;0;0;0.0400105463347194;8.04583174965095e-06;0.00997483524678612;0.00176408241098214;0;0.0108632768891544;0;0.00902328868092648;0.0384813819755216;0;0;0;0;0;0.0437257184288024;0.00449557277652688;0.0224110423568044;0;0;0;0;0.021766563210965;0;0.0053238901707821;0.0452249630954812;0;0.0537833611505583;0;0;0;0;0;0;0;0;0.0184484762909196;0.00954872529378307;0.0164523026439665;0;0;0;0.00664021762020313;0;0;0;0;0;0;0;0.0189641372738587
"AEBP1";0.00927680659638676;0;0;0;0.0102402288520934;0;0;0.0597171700910544;0;0;0.00852708767715345;0;0;0;0;0;0.0128225246368968;0;0;0.0512904610946666;0.0041972849068911;0;0;0;0.0234594831546572;0;0.0352887908710795;0;0;0;0;0;0;0.0570726117407287;0;0;0;0;0;0;0;0;0;0;0.0408229558673639;0;0;0.0201378673286507;0;0;0.00656286488105882;0.0106564996564797;0.00724869676630839;0;0;0.0288407738496909;0.0172899197819264;0;0;0;0;0;0;0.0177884827661781;0;0.0212123254822679;0;0.013163816581536;0;0;0;0;0.0169842837447128;0;0;0.0118099049276836;0;0;0;0;0.0109011155808905;0;0;0.017703743616125;0;0;0.0200425718975093;0;0;0;0;0.0199107150966186;0;0;0;0.0111243770865017;0;0;0.0280653863838085;0;0;0.0162161717337025;0.0568659141012076;0;0;0.00528860068940288;5.22878024195699e-05;0.0100683515033232;0.0165460491025999;0;0;0.0432775389446638;0;0.0620660817114525;0.000256563418984166;0;0;0;0;0;0;0.00160076147675692;0;0;0;0;0;0.00524579873292671;0;0;0.00499835239457341;0;0;0
"MEIS3";0;0;0;0;0;0.0140478816203011;0;0;0.00290225219708113;0;0;0;0;0;0.00485737187843588;0;0;0;0.00603134158314361;0;0;0;0;0.00209478973852013;0;0;0;0.00611814726944778;0;0;0;0;0;0;0;0.000877919911784785;0;0;0;0.00132101956437348;0;0;0;0;0;0;0.00314333142908425;0;0;0;0;0;0;0;0.00115838614283504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00274566054869085;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00552761158889371;0;0;0;0;0;0;0;0;0;0.00665085983550044;0;0;0;0;0;0.00365043445037832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000909319198459471;0;0;0;0;0;0;0;0;0;0;0;0.0079248745437617;0;0
"TWIST1";0;0.000344409363018999;0.00109110684192327;0;0;0;0;0;0;0;0;0;0;0.00294015257050074;6.58347940203734e-05;0;0;0;0;0;0;0;0;0;0.000579221232567366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00184050371288764;0;0;0;2.71600996127408e-05;0;0;0.00111884064289042;0.0101521470218971;0;0;0;4.28812766490299e-05;0;0;0;0;0;0;0;0.00147035762919885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000415616456397549;0;0;0;0;0.00231420421874747;0;0;0;0;0;0;0;0;0;0;0;0;1.12050510218364e-06;0.000330055189975881;0;0;0;0;0;0;0;0;0;0;0.000288664598985258;0;0;0;0;0;0.00108353262652201;0;0.000482113283739728;0.00159985352822516;0;0;0;0;0;0.00257782981197551;0;0;0;0;0;0.00120136354382584;0;0;0
"GLIS2";0;0;0;0;0;0;0;0;0;0.00106954817693341;0;0;0;0;0;0;0;0;0.000433285946997927;0;0;0;0;0.00134475303775877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.3754931588863e-05;0;8.68729384203109e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000631926609675135;0;0;0;0;0;0;0;0;0;0;0;4.89167703782098e-05;0;0;0;0;0.00023157582615903;0;0;0;0;0.00286880841596463;0.0008901029900833;0;0;0;0;0;0.000107157746197849;0;0.000277712113892274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000374343822071877;0;0.000121846887970136;0;0;0;0;0.000410098076644389;0;0;0;0;0;0;0.00154473574548073;0;0;0;0;0;0;0;0.00112394249336355;0;0;0
"ZNF469";0.00282428391519711;0;0;0;0.00384295212681929;0.0291568656476182;0.0467002109126666;0.00237002815690488;0;0;0.00159062777787136;0.0087614842320773;0.00718562929875442;0.035411580575054;0;0.000429571464604489;0.00588327699203604;0.0265171842445767;0;0;0;0;0.00678836213318903;0.00282062260183736;0.000278302957869757;0.0306024818098931;0.0282794180004344;0;0;0.0103075116227595;0;0.00343744356536248;0;0.0454711203796315;0;0;0;0;0;0;0.0296587870242324;0;0;0;0.00991153173613945;0.0284852124145617;0;0;0.032689434972804;0;0.0277493066540299;0;0.00347631294837916;0;0;0.0625240866605205;0.0253070446413518;0;0;0;0;0;0.0262423942482981;0.0181940742163647;0;0.00928631376736945;0;0.00433416581248705;0;0;0.041263288477979;0;0.0319644873419964;0;0.0347345665189674;0.0147078364908362;0;0;0;0;0;0.002111960144129;0;0.00797506505548757;0;0.0262146550030816;0.000407315295673495;0;0.00754424974676165;0;0.0193819756400791;0.00691302459265913;0;0.00740422239170027;0;0;0;0;0.0206825248166191;0;0;0.0117194943258985;0.0284708729503358;0;0;0.00119205372952585;0;0.0145802080569181;0.0178149548444855;0;0.02662989815509;0.0132676057104944;0;0;0;0.00530407758051414;0;0;0.00203178822592473;0;0;0.0199677759624533;0;0;0;0;0.03318062925113;0.0152053834092632;0;0;0.0227844718099253;0;0;0.0531926738893082
"CREB3L1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000631414602987422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00109140857530071;0;0;0;0.00152868672178615;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0164830052934667;0;0;0;0;0;0;0;0;0;0;0;0;0.00414671246814261;0;0.00677401941119059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006164748180491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00137849724082307;0;0
"PRRX2";0.00121572896230176;0;0;0;0;0.00840241761097217;0;0;0;0;0;0;0;0;0.00160608788111292;0;0;0;0;0.00799237639021183;0;0;0.000446998278152495;0.00536493974547735;0;0;0;0;0;0;0;0;0;0;0.0205215526041327;0;0;0;0.00147952852839132;0;0;0;0;0;0.00302746456708242;0;0;0.0160258517767753;0.00224675381151596;0.0223120478792997;0.00438372186016319;0.0265606518092562;0;0;0;0;0;0;0;0.00679167055863056;0;0;0;0.00134819856564616;0;0;0;0;0;0;0;0;0;0;0.00190373275427321;0.00582432958152408;0;0;0.00708690739901071;0;0;0;0;0;0.013066623840483;0;0.00497956412642897;0;0;0;0;0.00544020643006294;0;0;0;0;0;0;0;0;0;0.00815497469468578;0.000158576660964706;0.00327870608263741;0.00386646090970169;0;0;0.00294704620012412;0;0;0;0;0;0;0;0;0;0;0.00720308407786932;0;0.00980671794220282;0;0;0;0;0;0;0;0;0;0;0;0;0
"ETV1";0;0;0;0;0;0;0.00316106606729265;0.00209675028755423;0;0.00981157989398685;0.00501604663906877;0;0.00187033654864725;0;0;0;0.00599299150925439;0;0.00279766995988424;0;0.00331467698617766;0;0;0.00150695452214651;0.00870869568052373;0;0.00226877042202976;0;0;0.00822724485806017;0;0;0.0050099389894509;0;0.00899618287215473;0.00986276722626023;0.00394229090095922;0;0.0204933153504377;0.00806150280594382;0;0;0.0126029497101283;0;0.000610557446365278;0;0.00739557395182366;0.00201197101334192;0;0.00403057972226741;0;0;0.0097395539183042;0.010462035974688;0.0103573207412082;0.0100606025422258;0;0.0230696054440501;0;0;0;0;0;0.00986878445932056;0.000274367285104087;0.00253690577592166;0;0.0076725314786355;0;0;0;0;0;0;0;0.0114924452743513;0;0;0;0.00431776210873392;0.00668736956882625;0.00960825621060774;0;0;0.00325050549369569;0.0182744893285517;0.00253780433410128;0.00444079791018285;0;0.0244721238726241;0;0.00170596484258577;0;0;0;0.00225742765666632;0.0151426148251687;0;0.0035170820488025;0;0;0.0104100906270209;0;0.00105878200292085;0.0339396713833676;0;0;0.00181985918144704;0;0;0;0;0;0;0;0;0;0;0.00726244849334829;0;0.0271287480323504;0;0;0.0179927848030529;0;0.0653026569052909;0.000675008731804359;0.0199007161912684;0;0;0.0039148202876378;0.020482522186941;0;0
"PRRX1";0.0285468857090872;0;0;0;0.0469707016125948;0.00474034913194839;0.063966553172013;0.176409535041484;0;0;0.0770575054877993;0.0218247309719445;0.02970014919218;0.190965841208564;0;0.0464690251215272;0.0979878991030314;0.0232584059293999;0.0276648372926098;0.0229097690793357;0.138015020765709;0.0925084354054062;0.0371203947533331;0.00808627084867495;0.115854954663012;0.00577224305466956;0.109560459770651;0;0;0.154210381762758;0;0.0552796775020201;0;0.109467159837865;0;0;0.0737281311122002;0;0.0310720018221328;0.0371540244442787;0.0159338470509576;0.0169300616648113;0.0249355574799391;0;0.00415884614929772;0.00162013550724289;0;0.0330861992708369;0.202256367309836;0;0.033826994868791;0.0653466712442328;0.0511584922979357;0.0276595660771343;0;0.103134623617701;0.0296974705630483;0.0288893405644383;0;0.0201449179520719;0;0;0.251308716173414;0.0285960398357971;0.0742822503705909;0.0884628747266295;0;0.0119745970332611;0;0;0;0.198973732335182;0.175244401684428;0;0.0270614603019888;0.00758479322459522;0.0119451835298943;0.0532753948428025;0;0.0805279092044823;0.0409650962876452;0.0315053469392476;0;0.171137779956817;0;0.111183168620248;0.0446205142105169;0.0623685714360181;0.0756452058031999;0.0828223907062476;0.0576654154609394;0.0338600078046709;0;0;0;0.0744111391699475;0.0163026909267989;0;0.123563104935658;0.0745251305947666;0.0397329236815892;0.057253235582964;0.154262882340556;0;0;0.0420327396402787;0.0425607057867399;0.0205806855161371;0.0171417266551087;0.012099822836815;0.105462395122862;0.0910396205155028;0.0503264410306473;0.0272525828384655;0.046283997745395;0;0;0.0346794980235512;0;0;0.0230373616161589;0.0658508187751498;0;0;0;0;0.0272834638445206;0.0990989131314667;0;0.0204617849517273;0.0993878622777049;0;0;0.136259897562018
"ZFPM2";0;0;0;0;0;0;0.00946205252293839;0;0;0.0125532948720954;0.00665357090637564;0;0;0;0.00786034446074977;0;0;0;0.0170654765076549;0;0.00215866176949931;0;0;0;0.0134324327696104;0;0.0124396610071615;0;0;0;0;0.0072061634509739;0;0.00889676401346075;0;0;0.0116843475264252;0;0.105269344645201;0;0;0;0;0;0;0;0;0;0.0154011416736056;0;0;0.00700842534001094;0;0;0;0;0.000221458242422708;0;0;0;0;0;0;0;0;0.00769226915346292;0;0;0;0.0849143955518292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0129069651278185;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0188760837235206;0;0;0.00269801664823165;0.0196707248706862;0.0102733155213406;0.0132917933152658;0;0.00315752832445551;0.0104114105270607;0;0;0;0;0;0;0;0;0;0.0102499858625895;0;0;0.0414681183404311;0.00781841461483442;0;0;0;0;0.0205683298005313;0;0;0;0;0;0;0
"NDN";0;0;0;0;0.000951773344441638;0;0;0;0.00272859233608534;0.00176017692130467;0;0;0.000922246764364824;0;0;0;0.000174063921453357;0;0.00123553124462044;0;0;0;0;0;0;0;0;0;0.00515448621496175;0;0;0;0;0;0;0;0;0.00458537405796529;0;0;0;0;0.00498522836904102;0;0.00188227191993061;0.000632249731193231;0;0;0;0;0;0;0;0;0;0;0.00190943806732466;0;0.00160935559385588;0.00276890251979497;0;0;0;0;0;0;0.00373400893154638;0;0;0;0;0;0;0;0;0;0.00643567344627816;0;0;0;0;0.00871911890500671;0;0;0;0;0.000694798797249178;0;0;0;0.00390514272596393;0;0;0;0;0;0;0;0.00291026156885731;0.0131214915768435;0;0;0;0;0;6.5570553682402e-05;0;1.35170622039256e-05;0;0;0;0;0.00235083479774851;0;0;0;0;0;0;0.000556088913341023;0.00602900915178708;0.0016578351954992;0.0156585252726052;0;0;0;0;0;0;0;0;0;0;0
"NR2F6";0.0243003833517128;0;0.00173007556882543;0.00287335521334003;0.00855946944505757;0;0;0.0471277467671988;0.0121802780834824;0;0;0;0;0.738342795687703;0;0;0;0;0.0297761517763608;0.20779488203856;0.00514513468404047;0;0.0408745436717006;0;0;0.178000053989462;0.0207656058098535;0.00252581404340123;0;0.0136850884056023;0.0305435574036742;0;0.0127794548431985;0.0363131858955524;0.0136048225600419;0;0;0;0.0883140757000553;0.0175962380681252;0;0.00865327678817613;0.0270376017590403;0;0.033699650118735;0.0115061402684821;0.0263919406618735;0.0456293269839041;0;0.00187681900368077;0;0.0369980493915925;0.0113630691611666;0;0;0;0;0;0;0;0;0;0;0;0;0.00287851020922751;0;0;0;0;0;0;0;0.0123778615928682;0.0257417221751267;0;0.0194921881769054;0;0;0;0;0;0;0.0210520870251301;0;0;0;0.00137547950018933;0;0.0168964576732385;0.0356385643308418;0.022656304530201;0;0;0;0.0283691072040404;0;0.0143901234579751;0;0;0;0;0;0;0;0;0;0.0342771977981163;0;0;0;0;0;0;0;0.00686460247147472;0;0;0;0.0214545448223474;0;0;0;0.0135418493297943;0;0;0.0955614285485795;0;0;0.0268917905033219;0;0;0.0302211053431938;0
"TBX2";0.0510736311677232;0.0336556927284533;0;0.0442838884691756;0.040950636053603;0.0386674798733329;0.0871422528310427;0.187202144159514;0.0398868892859713;0;0.0252399748126637;0;0.00573215890641147;0.0571248686987125;0.0791392483851918;0.0337675480984874;0.0420131630513921;0.0290337416985187;0.0887977124656539;0.0932066857798319;0.0727859394232871;0.06844050114681;0.00669183862364657;0.0935578274239935;0.110376871195159;0.0267605359003023;0.134065936538585;0.0301530876203185;0.00326021034644209;0.0656215971038545;0;0.00838590421920695;0.101408725949828;0.0327064355570555;0.0185568606741239;0;0.030693906762518;0.0493039743296903;0;0.0600900793886257;0.0207245756486333;0.0214682913688459;0;0.164913490640561;0.13884218984255;0.0170391675966055;0.173151522492307;0.00194466060535516;0;0;0;0.0179532688440058;0;0.0516856468243756;0;0.0995484463297752;0.0648377076019952;0.13876621738897;0;0.0175203448563219;0.073792300161451;0.0539067720452525;0.429317819616976;0.0134668295453145;0.0264278920916072;0.0849651754811946;0.0363712503516504;0.0616233547688842;0.0208643695008129;0.0136021363038074;0.0614840909324825;0;0.00272182703902775;0.0504203404308296;0.0610201726687783;0;0.0676352702846923;0.0101156849965506;0.0844287434644734;0;0;0;0.0776340399469047;0.0719727787519401;0;0.0777762801249751;0;0.062604925729815;0;0.0835398030888152;0.00963505782015124;0.0464356462942904;0.111861378810754;0.0376556842692005;0.0882814178557686;0.0400962391312236;0.0495158005327827;0.603634407938255;0.0561926746099754;0;0.0674430784398206;0.0479898588300582;0;0.0786117392065255;0.164886093498457;0;0.144819220440128;0.0400408326340496;0.0242974780381762;0.483693763250494;0;0;0.0361742439515273;0.0531470520759025;0.000596611420458707;0.0284344436869993;0.0651249867138268;0.0243856162810759;0.0338938848893545;0.0807574506116706;0.100760491018805;0;0;0.0907669601715703;0.227397387160071;0;0.0477807196416566;0;0.0505086346001343;0.0868433288353081;0.146769232698211;0;0.162439273891857;1
"ZNF587";0;0;0;0;0;0.00414466686149148;0;0;0;0;0;0;0;0.0306942923740221;0;0;0.000347909395613875;0;0;0;0;0;0;0;0;0.00559574939610462;0;0.00241517526637366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00947205773893678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.24333960215379e-05;0;0;0;0;0;0;0;0.0209907915147222;0;0;0;0;0;0;0
"ZNF91";0;0;0.0198990021672786;0;0;0;0;0;0.00820527701465501;0.0218961384645372;0;0;0;0.00170553475964322;0;0;0;0.00469937531770748;0;0;0;0;0;0;0;0;0;0;0;0.00363477151809581;0;0;0;0.0192502235062548;0;0;0;0;0;0;0;0.0102083599833974;0;0;0;0;0;0;0;0;0;0;0;0;0.00181147032949846;0;0;0;0;0;0;0;0;0;0.00018075371741256;0;0;0;0.0115704216319811;0;0.00138746991643646;0;0;0.00972925378723799;0;0;0;0;0;0;0.0114155340628894;0;0;0;0;0;0;0;0.00953398881271265;0;0;0.016440239050374;0.0643749785722851;0;0;0.0108417281707926;0;0;0;0.0279884360596893;0.000246322335934253;0;0;0.0107670202497626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0118330433176846;0;0;0
"ZNF443";0.0219991528639551;0.0155642670507247;0;0;0;0.0174436482883136;0;0;0.0192599040456616;0;7.44623087161988e-05;0;0;0;0.0347700227911206;0.0615549117914014;0.0038659437044698;0;0.0532425014926696;0;0;0;0.00554911949306817;0.00872856501333851;0;0;0;0.00411116579397711;0.0673180896780834;0.044083012614629;0;0.00936787717085814;0;0.00120656132644796;0.029576310506003;0;0.00574584766945597;0.0508969162748596;0;0;0;0;0;0.00046041503104985;0;0;0;0;0;0;0;0;0;0.0280807245882044;0;0;0;0;0;0.01948869889319;0.00238814743054456;0.139726784964226;0.179148988018512;0.00874461385580182;0;0.0738433683492131;0;0;0;0;0;0.0833413296163713;0;0;0.000978500288616151;0.0220365260947108;0;0;0;0;0;0;0;0;0;0;0;0;0.0143168250142228;0;0;0;0.0768172668548501;0;0.387071055273078;0.000652304796657481;0;0;0;0.0206254661494943;0;0;0;0;0;0;0.0171019213449816;0.0117693613363211;0;0;0;0;0;0;0.0136042166408379;0;0;0;0;0;0;0;0.06175821421527;0.284800098726137;0.0686691768103176;0;0.0174129909131222;0;0;0.00892975844844855;0;0;0;0
"ZNF333";0;0;0.0010680444539938;0.00121474490289877;0.0105389879804052;0;0.0122957449923968;0;0;0;0.00124620318998926;0;0;0;0;0;0.0109076730737517;0;0;0;0;0;0;0;0;0;0;0.00289503234102224;0;0.00287169686936563;0;0;0;0.0182770322254245;0;0;0;0;0;0;0;0;0;0;0;0.00247078875247706;0;0.0022693985512413;0;0.00395526738824816;0.00876158706153019;0;0;0;0;0;0;0;0.0177285664737118;0;0.00241124340386738;0;0;0.00739117290577203;0;0.00234978765664364;0;0.00151338135580729;0.00135796993470432;0.00916992366369541;0;0;0;0;0;0.00673928248341577;0;0;0.0030020698723356;0.010176062158251;0.00534816300751221;0;0;0;0;0;0;0;0;0;0;0.000509773223619014;0;0;0;0;0;0;0.00616890323541241;0;0.00376656687732494;0;0;0;0;0;0;0;0.00275703154265014;0;0;0;0.00585417624034966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZKSCAN1";0;0;0;0;0;0;0;0;0.00338350815591564;0;0;0;0;0.231579828380328;0;0;0;0;0;0;0;0;0.00673977504255525;0.0232890140390084;0;0;0;0;0;0.00143784740214818;0;0;0;0;0.00983181271993638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00195293063680582;0;0;0;0;0;0;0.0536607591061925;0;0;0;0;0;0;0;0;0;0;1;0;0.00771554764636996;0;0;0;0;0;0;0.0046384580422137;0;0;0;0;0;0;0;0;0;0.0188348972774661;0;0;0;0.0236541763727884;0;0.0208053715834888;0.106926413265898;0;0;0;0;0;0;0.0195418276580049;0;0;0.0306816497219;0;0.0524870856791905;0;0.119427477002844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LYL1";0;0;0;0;0;0;0;0;0.00700781350961589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0294975872503772;0;0.0225529160634606;0;0;0.0796793912880603;0;0;0;0.0102868829051959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0297435619279718;0;0;0;0;0;0;0.00779227330437447;0;0;0;0;0;0;0;0;0;0.00798313950611611;0;0;0;0;0;0;0;0;0;0;0;0.00310868150889389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012768888869866;0;0
"ZBTB32";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0020423302470599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0128645324520249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000840893571065232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TBX21";0.0129147542274053;0;0.00056406206600054;0;0;0;0;0.0137403341950787;0;0;0;0.0192854116065214;0.00261784771168547;0;0;0;0;0.00673209413905693;0;0.0054308388756857;0;0.0141607822296168;0;0;0.00491261769671677;0;0.032353695573529;0;0;0.0481799254882283;0;0;0;0;0;0;0;0;0.00374353130105054;0;0;0;0;0;0;0;0;0;0.104092157945749;0;0.0049484411529737;0;0.0401531412333064;0;0;0;0;0;0;0;0;0;0.0449789290386704;0;0;0.0095013253951123;0;0;0;0.00227891136834255;0;0.0715883466749007;0;0;0;0;0;0;0.0291657285998945;0;0;0;0.0136567854428171;0;0;0;0;0;0.0103928010612359;0.0189128137914726;0;0;0;0;0.0575121461503774;0;0;0;0;0;0;0;0;0;0;0.017291462693865;0;0;0;0;0;0;0;0;0.000229804623333773;0.00321499492633579;0;0;0;0;0;0;0;0.0797013300154715;0;0;0;0;0;0;0;0.00316827326675093;0;0
