gene ; activator ; inhibitor
RPLP0P2 ; PTRF TWIST2 AEBP1 PRRX2 ZFPM2 CSDC2 PRRX1 TWIST1 ; 
FEN1 ; RAD51 HMGN2 MYBL2 PTTG1 MCM7 E2F2 E2F1 TRIP13 MCM2 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A ZNF367 BRCA1 MCM3 EZH2 SUV39H2 MCM6 KNTC1 TIMELESS DNMT1 WDHD1 BRIP1 MCM4 WHSC1 ; 
RAB3IL1 ; TGFB1I1 ZNF469 MEIS3 GLIS1 PTRF TWIST2 BIN1 GLI2 CREB5 VENTX TBX5 HIC1 NFATC1 MSC GATA6 AEBP1 PRRX2 TCF4 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
BEST1 ; MSC AEBP1 GLIS2 CSDC2 PRRX1 TWIST1 ; 
INCENP ; FOXM1 ESPL1 CHAF1A ZNF367 BRCA1 SUV39H2 TTF2 MCM6 MCM8 TIMELESS DNMT1 BRCA2 WDHD1 BRIP1 RBL1 MCM4 WHSC1 ; 
B3GAT3 ; DEAF1 ; REL ATF7IP
C11orf48 ; NME2 ; 
C11orf83 ; ZNF593 POLR2I PPAN NME2 ; NCOA2
LRRN4CL ; PTRF GLI2 MEF2C MYOCD HIC1 PGR TCF21 MSC FOXF1 AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
WDR74 ; PPAN NME2 ; 
SNHG1 ; TFAP4 ; 
RARRES3 ; TRIM22 ; 
RTN3 ; MESP1 ; 
C11orf95 ; TEAD2 ; 
FERMT3 ; SPI1 TBX21 SLA2 VENTX MNDA RUNX3 IRF8 TFEC FOXP3 ; 
TRPT1 ; SCAND1 TCEB2 ; NCOA2 BACH1
VEGFB ; PRRX1 ; 
FKBP2 ; TCEB2 NME2 DRAP1 GLI4 ; GTF2H3 BARD1 GTF3C4 ZNF689 ZNF420 NCOA2 GTF2A1 ZNF623 ZNF641
PPP1R14B ; ZNF593 PPAN NME2 ; NCOA2
NRXN2 ; ZNF469 PTRF GLI2 ETV1 VENTX HIC1 MSC LEF1 GLI1 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
RASGRP2 ; LYL1 SPIB SOX17 HEYL TAL1 FHL5 PTRF EBF1 BIN1 LDB2 BCL6B CREB5 AFF3 KLF2 MEF2C VENTX MYOCD HIC1 PGR TCF21 EBF3 MEOX1 MSC GATA6 FLI1 IRF8 FOXF1 ERG ZFPM2 HAND2 PRRX1 TWIST1 ; 
PYGM ; PTRF EBF1 KLF2 MYOCD GATA6 TBX4 MEOX2 FOXF1 ERG HAND2 CSDC2 ; 
CDC42BPG ; RAI1 ETV3 ; 
BATF2 ; IRF9 SP110 IRF1 TRIM22 ; 
CCDC85B ; DRAP1 ; BRPF3 ZDHHC21
CDCA5 ; RAD51 HMGN2 MYBL2 ZNF695 PTTG1 MCM7 E2F2 E2F1 TRIP13 MCM2 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A ZNF367 BRCA1 EZH2 SUV39H2 MCM6 TIMELESS DNMT1 WDHD1 BRIP1 WHSC1 ; 
EFEMP2 ; TGFB1I1 ZNF469 MEIS3 GLIS1 HEYL PTRF CREB3L1 GLI2 ETV1 HIC1 MSC AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
MALAT1 ; MDM4 ; 
NAALADL1 ; PTRF KLF2 HIC1 GATA6 AEBP1 PRRX2 HAND2 MITF PRRX1 TWIST1 ; 
POLA2 ; MYBL2 PTTG1 MCM7 E2F1 MCM2 FOXM1 MCM5 HMGB2 CHAF1A EZH2 MCM6 ; 
RNASEH2C ; POLR2I ; 
SAC3D1 ; POLR2I PTTG1 E2F1 ; 
SSSCA1 ;  ; ASH1L
ZNHIT2 ; SCAND1 POLR2I NME2 ; ATF7IP
CNIH2 ; EZH2 ; 
CD248 ; SNAI1 TGFB1I1 ZNF469 GLIS1 HEYL PTRF TWIST2 EBF1 CREB3L1 LDB2 GLI2 BCL6B ETV1 MEF2C HIC1 TCF21 TCF7L1 MSC GATA6 MEOX2 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 HAND2 GLIS2 RUNX1T1 CSDC2 PRRX1 TWIST1 ; 
ZDHHC24 ; SCAND1 ZNF593 ; GTF2H3 BARD1 GTF3C4 MCM4 ATF2 GTF2A1
CCS ; ZNF444 ZNF688 ANKS3 GLI4 ; 
RHOD ;  ; ZNF92
SSH3 ; RXRA SPOCD1 ; TEAD2
TBC1D10C ; SPIB SPI1 TBX21 IRF4 POU2AF1 SLA2 VENTX STAT4 CIITA MEOX1 MSC FLI1 MNDA RUNX3 IRF8 TFEC TRIM22 EOMES TOX FOXP3 PRRX1 ; 
PTPRCAP ; LYL1 SPIB SPI1 TBX21 IRF4 SLA2 STAT4 CIITA MSC MNDA RUNX3 IRF8 TFEC FOXP3 ; 
GSTP1 ; SPOCD1 ; 
NDUFS8 ; TCEB2 POLR2I PPAN NME2 DRAP1 ; TAF1L GTF3C4 REST MTF1 NCOA2 GTF2A1 REL ETV3 ATF7IP ZNF641
MRGPRF ; TGFB1I1 ZNF469 MEIS3 GLIS1 PTRF TWIST2 EBF1 CREB3L1 GLI2 ETV1 KLF2 TBX5 MYOCD HIC1 PGR TCF21 MSC GATA6 GLI1 MEOX2 FOXF1 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CCND1 ;  ; E2F1
PPFIA1 ; GTF2A1 ASH1L ; 
NADSYN1 ; HDAC10 ; 
FOLR2 ; SPI1 PTRF TWIST2 KLF2 MEF2C VENTX HIC1 MSC FLI1 MNDA RUNX3 IRF8 MEOX2 KLF9 AEBP1 ZFPM2 HAND2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
PDE2A ; SNAI1 TGFB1I1 SOX17 HEYL FHL5 PTRF EBF1 BIN1 LDB2 GLI2 HEY2 BCL6B CREB5 AFF3 KLF2 MEF2C HIC1 TCF21 EBF3 MEOX1 MSC GATA6 LEF1 FLI1 KLF9 FOXF1 TCF4 ERG ZFPM2 SOX5 HAND2 CSDC2 PRRX1 TWIST1 ; 
P2RY6 ; AEBP1 ; 
ARHGEF17 ; HEYL PTRF LDB2 HIC1 KLF9 AEBP1 TCF4 ZFPM2 GLIS2 CSDC2 PRRX1 TRPS1 ; 
FAM168A ; ZNF281 BARD1 GTF3C4 NFIC RBL1 SHPRH MCM4 ELK3 NCOA2 CLOCK ATF2 GTF2A1 CBX6 ATF7IP NFATC2 APC ASH1L ZNF641 ; TCEB2 NME2
P4HA3 ; TGFB1I1 ZNF469 GLIS1 PTRF TWIST2 GLI2 VENTX HIC1 MSC AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CHRDL2 ; PTRF HIC1 MSC MEOX2 AEBP1 ZFPM2 HAND2 CSDC2 PRRX1 ; 
RNF169 ; GTF2H3 ZNF281 ASCC3 ZNF430 BDP1 ZBTB26 REST DENND4A ADNP BBX ZFX TMF1 SHPRH BRPF3 TAF1 JMJD1C AFF4 ZNF420 NCOA2 CLOCK ATF2 EPC1 GTF2A1 ETV3 ZNF623 APC ASH1L ZNF641 ; SCAND1 TCEB2 ZNF593 POLR2I
NEU3 ; TAF1L GTF2H3 ZBTB26 NR2C2 SHPRH NCOA2 EPC1 GTF2A1 ZNF81 ZNF623 ZKSCAN1 APC ASH1L ZNF641 ; 
SLCO2B1 ; SPI1 PTRF VENTX HIC1 MSC FLI1 MNDA RUNX3 IRF8 MEOX2 TFEC AEBP1 ZFPM2 DAB2 EGR2 HAND2 TSHZ3 FOXP3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
RPS3 ; NME2 ; 
GDPD5 ; AEBP1 PRRX2 ; 
SERPINH1 ; PTRF AEBP1 PRRX2 GLIS2 ; 
C11orf30 ; RLF ZNF292 BARD1 ZNF236 BDP1 BTAF1 ZBTB26 REST ADNP RBL1 SHPRH TAF1 ZDHHC21 ZNF420 CLOCK ZNF41 ATF2 EPC1 GTF2A1 ZNF518A ZNF45 ZNF81 ZNF623 ZKSCAN1 APC ASH1L ; NME2
LRRC32 ; SNAI1 TGFB1I1 SOX17 ZNF469 GLIS1 HEYL PTRF TWIST2 EBF1 LDB2 GLI2 BCL6B CREB5 KLF2 MEF2C HIC1 NFATC1 TCF21 MSC GATA6 LEF1 GLI1 FLI1 MEOX2 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
RSF1 ; ZBTB37 ELF1 GTF3C4 BDP1 REST TMF1 SHPRH ATRX JMJD1C AFF4 ZDHHC21 MKL2 ZNF41 ATF2 EPC1 GTF2A1 REL ETV3 ZNF81 ZNF623 ATF7IP APC ASH1L ; 
USP35 ; ZNF337 ; 
C11orf82 ; ZNF695 TRIP13 BRCA1 SUV39H2 BRCA2 ; 
RAB30 ; ATF7IP ; 
NOX4 ; ZNF469 HEYL PTRF HIC1 AEBP1 PRRX2 ZFPM2 HAND2 GLIS2 CSDC2 PRRX1 ; 
SLC36A4 ; SCML2 ; 
MAML2 ; ELK3 NCOA2 ; 
CCDC82 ; RBL2 ; 
JRKL ; ELF1 NR2C2 ZNF420 ZNF397 ; 
BIRC3 ; IRF1 TNFAIP3 CIITA ; 
PDGFD ; LDB2 MEF2C ERG NOTCH4 ; 
CASP1 ; IFI16 ; 
CARD16 ; TRIM22 FOXP3 ; 
NPAT ; BARD1 REST RBL1 BRPF3 NCOA2 CLOCK ATF2 NR1D2 EPC1 GTF2A1 ZSCAN23 ATF7IP APC ; NME2
ARHGAP20 ; PTRF HLF GLI2 GATA6 KLF9 FOXF1 TCF4 ZFPM2 NAP1L3 HAND2 MITF RUNX1T1 CSDC2 PRRX1 SETBP1 TRPS1 ; 
LAYN ; TGFB1I1 ZNF469 HEYL PTRF TWIST2 EBF1 LDB2 GLI2 CREB5 MEF2C HIC1 PGR TCF21 TCF7L1 MSC GATA6 LEF1 FLI1 KLF9 FOXF1 AEBP1 PRRX2 TCF4 ERG ZFPM2 HAND2 GLIS2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 TRPS1 HCLS1 ; 
CRYAB ; TGFB1I1 ZNF469 GLIS1 HEYL PTRF TWIST2 EBF1 GLI2 CREB5 KLF2 HIC1 MSC GATA6 MEOX2 KLF9 FOXF1 AEBP1 PRRX2 TCF4 ZFPM2 NAP1L3 HAND2 GLIS2 RUNX1T1 CSDC2 PRRX1 TWIST1 ; 
HSPB2 ; SNAI1 TGFB1I1 ZNF469 MEIS3 GLIS1 HEYL PTRF TWIST2 EBF1 CREB3L1 LDB2 GLI2 BCL6B ETV1 KLF2 MEF2C HIC1 TCF21 MSC GATA6 GLI1 MEOX2 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 TRPS1 ; 
DIXDC1 ; HLF GLI2 THRA GATA6 TBX4 MEOX2 ZFPM2 NAP1L3 HAND2 RUNX1T1 CSDC2 PRRX1 APBB1 TRPS1 ; 
TIMM8B ; POLR2I PPAN NME2 ; NCOA2
NCAM1 ; PTRF HLF GLI2 TBX5 MYOCD HIC1 MKX GATA6 AEBP1 ZFPM2 HAND2 RUNX1T1 CSDC2 PRRX1 TWIST1 ; 
NNMT ; TGFB1I1 ZNF469 MEIS3 GLIS1 PTRF TWIST2 CREB3L1 VENTX HIC1 MSC GATA6 AEBP1 PRRX2 TCF4 ZFPM2 HAND2 GLIS2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 TRPS1 ; 
PAFAH1B2 ; CTNNB1 GTF2I VHL GTF2H3 ZNF281 ASCC3 ELF1 GTF3C4 ZNF689 REST SHPRH AFF4 ELK3 NCOA2 CLOCK ATF2 GTF2A1 ETV3 ATF7IP APC ; TCEB2 POLR2I ANKS3 GLI4
TAGLN ; TGFB1I1 ZNF469 GLIS1 PTRF TWIST2 EBF1 CREB3L1 GLI2 ETV1 KLF2 MYOCD HIC1 TCF21 MSC GATA6 MEOX2 FOXF1 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 TRPS1 ; 
BACE1 ; APBB1 ; 
FXYD6 ; TGFB1I1 ZNF469 GLIS1 PTRF TWIST2 EBF1 BIN1 GLI2 MYOCD HIC1 MSC GATA6 MEOX2 AEBP1 PRRX2 TCF4 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 RUNX1T1 CSDC2 PRRX1 APBB1 TWIST1 TRPS1 ; 
IL10RA ; SPI1 TBX21 IRF4 SLA2 STAT4 MSC FLI1 MNDA RUNX3 IRF8 TFEC EOMES FOXP3 TWIST1 ; 
TMPRSS4 ; SPOCD1 SPDEF SOX15 ; 
SCN4B ; SOX17 HEYL EBF1 LDB2 BCL6B MEF2C EBF3 FOXF1 ERG ; 
AMICA1 ; SPI1 TBX21 IRF4 SLA2 KLF2 VENTX STAT4 MEOX1 MSC FLI1 MNDA RUNX3 IRF8 FOXP3 ; 
MPZL3 ; NCOA2 CLOCK GTF2A1 ETV3 ; 
MPZL2 ;  ; MYEF2
CD3E ; SP140 SPI1 IRF1 TBX21 IRF4 SLA2 STAT4 CIITA FLI1 MNDA RUNX3 IRF8 TFEC TRIM22 EOMES FOXP3 ; 
CD3D ; SPI1 IRF1 TBX21 IRF4 SLA2 STAT4 CIITA MNDA RUNX3 IRF8 TRIM22 EOMES FOXP3 ; 
CD3G ; TBX21 IRF4 SLA2 STAT4 RUNX3 IRF8 TFEC EOMES FOXP3 ; 
PHLDB1 ; MEIS3 HEYL PTRF APBB2 AEBP1 PRRX2 GLIS2 PRRX1 ; 
CXCR5 ; FAIM3 SPIB SPI1 IRF4 MEOX1 FLI1 MNDA RUNX3 IRF8 FOXP3 ; 
UPK2 ; NR2F6 TBX2 ; 
CCDC84 ; ANKS3 ; 
H2AFX ; PTTG1 MCM7 MXD3 HMGB2 ; 
CBL ; ZBTB39 NCOA2 CBX6 ZBTB34 APC ; 
MCAM ; HEYL TAL1 FHL5 PTRF EBF1 LDB2 BCL6B MEF2C HIC1 EBF3 LEF1 KLF9 FOXF1 LZTS1 TCF4 ERG NOTCH4 PRRX1 TWIST1 ; 
MFRP ; TGFB1I1 ZNF469 MEIS3 GLIS1 HEYL PTRF EBF1 CREB3L1 LDB2 GLI2 BCL6B ETV1 KLF2 MEF2C HIC1 TCF21 MSC GATA6 LEF1 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 TRPS1 ; 
THY1 ; SNAI1 TGFB1I1 ZNF469 MEIS3 GLIS1 HEYL PTRF TWIST2 EBF1 CREB3L1 LDB2 GLI2 BCL6B ETV1 KLF2 MEF2C HIC1 MSC GATA6 LEF1 FLI1 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 HAND2 GLIS2 MITF CSDC2 PRRX1 TWIST1 TRPS1 ; 
ARHGEF12 ; ASH1L ; 
TBCEL ;  ; PPAN
CRTAM ; SP140 SPI1 TBX21 SLA2 STAT4 IRF8 EOMES FOXP3 ; 
SCN3B ; ERG RUNX1T1 TWIST1 TRPS1 ; 
VSIG2 ; PPARG BATF NR2F6 NPAS2 STAT6 TBX2 BCL6 RXRA ZNF440 ; MCM2 SHOX2 FOXM1 DPF1 SUV39H2 MCM6 TAF4B DNMT1 WDHD1 SCML2 BRIP1 MYBL1
ESAM ; HEYL LDB2 BCL6B MEF2C FLI1 ERG NOTCH4 ; 
ROBO4 ; SOX17 NR5A2 HEYL TAL1 FHL5 EBF1 LDB2 HEY2 BCL6B MEF2C EBF3 LEF1 FLI1 ERG NOTCH4 ; 
CCDC15 ; TIMELESS WHSC1 ; 
SLC37A2 ; SPOCD1 ; 
CHEK1 ; RAD51 MYBL2 MCM7 E2F1 TRIP13 MCM2 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A ZNF367 BRCA1 EZH2 SUV39H2 MCM6 MCM8 KNTC1 TIMELESS DNMT1 WDHD1 BRIP1 RBL1 MCM4 WHSC1 ; 
HYLS1 ; HMGB2 EZH2 WHSC1 ; 
ARHGAP32 ; ZDHHC21 ZKSCAN1 ; 
ADAMTS8 ; MYOCD TCF21 FOXF1 ; 
NTM ; ZNF469 GLIS1 PTRF GLI2 ETV1 HIC1 MSC GATA6 GLI1 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 TRPS1 ; 
JAM3 ; TGFB1I1 ZNF469 GLIS1 HEYL PTRF TWIST2 EBF1 CREB3L1 LDB2 GLI2 BCL6B CREB5 ETV1 AFF3 KLF2 MEF2C APBB2 TBX5 MYOCD HIC1 PGR TCF21 TCF7L1 EBF3 MSC GATA6 LEF1 GLI1 FLI1 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 SOX5 HAND2 GLIS2 TSHZ3 MITF RUNX1T1 CSDC2 PRRX1 APBB1 TWIST1 TRPS1 ; 
NCAPD3 ; ESPL1 BRCA1 SUV39H2 TIMELESS DNMT1 BRCA2 WDHD1 BRIP1 RBL1 MCM4 WHSC1 ; 
THYN1 ; ZNF32 ; 
NINJ2 ; HCLS1 ; 
CACNA2D4 ; VENTX TRPS1 ; 
DCP1B ; SMARCD3 ; 
CACNA1C ; TGFB1I1 PTRF TWIST2 EBF1 GLI2 BCL6B CREB5 MEF2C MYOCD HIC1 PGR MSC GATA6 TBX4 FOXF1 AEBP1 TCF4 ERG ZFPM2 HAND2 TSHZ3 MITF CSDC2 PRRX1 TRPS1 ; 
NRIP2 ; LDB2 ERG NOTCH4 ; 
CCND2 ; TRPS1 ; 
RAD51AP1 ; TRIP13 MCM2 FOXM1 ESPL1 MCM5 HMGB2 E2F7 CHAF1A ZNF367 BRCA1 EZH2 SUV39H2 MCM6 MCM8 KNTC1 TIMELESS DNMT1 BRCA2 WDHD1 BRIP1 RBL1 MCM4 WHSC1 ; 
KCNA5 ; HEYL FHL5 BCL6B ERG ; 
VWF ; SOX17 NR5A2 HEYL FHL5 LDB2 BCL6B MEF2C MEOX1 FLI1 KLF9 ERG NOTCH4 ; 
PLEKHG6 ;  ; SNAI2
LTBR ;  ; ANKRD32
CD27 ; SPI1 TBX21 IRF4 SLA2 MSC MNDA RUNX3 IRF8 TFEC EOMES FOXP3 ; 
NCAPD2 ; MCM2 FOXM1 ESPL1 HMGB2 BRCA1 EZH2 SUV39H2 TIMELESS DNMT1 BRCA2 WDHD1 BRIP1 MCM4 WHSC1 ; 
GAPDH ; ENO1 ; 
IFFO1 ; SNAI1 TGFB1I1 ZNF469 GLIS1 SPI1 HEYL PTRF TWIST2 EBF1 CREB3L1 GLI2 CREB5 ETV1 KLF2 MEF2C VENTX TBX5 HIC1 TCF21 MSC GATA6 LEF1 FLI1 MEOX2 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
LAG3 ; GFI1 SPI1 IRF1 TBX21 SLA2 STAT4 CIITA MNDA RUNX3 TRIM22 EOMES FOXP3 ; 
CD4 ; SPI1 TBX21 SLA2 STAT4 CIITA MNDA RUNX3 IRF8 TFEC TRIM22 FOXP3 ; 
GPR162 ; MEIS3 PRRX2 TWIST1 ; 
LEPREL2 ; AEBP1 PRRX2 PRRX1 TWIST1 ; 
CDCA3 ; RAD51 MYBL2 ZNF695 PTTG1 MCM7 E2F1 TRIP13 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A BRCA1 EZH2 WHSC1 ; 
C1S ; TGFB1I1 ZNF469 GLIS1 SPI1 PTRF TWIST2 EBF1 GLI2 MEF2C VENTX TBX5 HIC1 MSC GATA6 LEF1 MNDA IRF8 MEOX2 FOXF1 AEBP1 PRRX2 TCF4 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
C1R ; TGFB1I1 ZNF469 GLIS1 PTRF TWIST2 EBF1 BIN1 GLI2 VENTX HIC1 MSC GATA6 MEOX2 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CD163 ; SPI1 TWIST2 VENTX MSC MNDA IRF8 TFEC AEBP1 CSDC2 PRRX1 TWIST1 ; 
SLC2A14 ; SNAI1 NR4A3 TWIST1 ; 
SLC2A3 ; NR4A1 SNAI1 PTRF CREB5 HIC1 NR4A3 MSC PRDM1 KLF9 TSHZ3 EGR3 PRRX1 TWIST1 ; 
C3AR1 ; SPI1 TBX21 SLA2 VENTX STAT4 MNDA RUNX3 IRF8 TFEC AEBP1 PRRX1 ; 
CLEC4A ; SPI1 TBX21 SLA2 VENTX STAT4 MNDA RUNX3 IRF8 TFEC FOXP3 PRRX1 ; 
CLEC4E ; SPI1 IRF4 SLA2 VENTX MSC MNDA IRF8 TFEC AEBP1 PRRX1 TWIST1 ; 
MFAP5 ; AEBP1 ZFPM2 CSDC2 PRRX1 ; 
KLRG1 ; IRF8 ; 
A2M ; TGFB1I1 SOX17 HEYL FHL5 PTRF EBF1 LDB2 GLI2 BCL6B CREB5 KLF2 MEF2C MYOCD HIC1 PGR TCF21 MEOX1 MSC GATA6 LEF1 GLI1 FLI1 KLF9 FOXF1 AEBP1 TCF4 ERG ZFPM2 HAND2 GLIS2 TSHZ3 CSDC2 PRRX1 TWIST1 ; 
KLRB1 ; SPI1 TBX21 IRF4 SLA2 STAT4 MNDA RUNX3 IRF8 FOXP3 ; 
CLECL1 ; SPIB ZBTB32 SPI1 IRF4 SLA2 STAT4 FLI1 MNDA IRF8 TFEC FOXP3 ; 
CD69 ; IRF4 ZFP36 MNDA HCLS1 ; 
CLEC1A ; SOX17 NR5A2 FHL5 EBF1 LDB2 BCL6B KLF2 MEF2C EBF3 MEOX1 FLI1 KLF9 FOXF1 ERG NOTCH4 ; 
KLRD1 ; TBX21 SLA2 STAT4 RUNX3 ; 
KLRK1 ; SPI1 IRF1 TBX21 IRF4 SLA2 STAT4 CIITA MNDA RUNX3 IRF8 TRIM22 EOMES ; 
LRP6 ; APC ; 
APOLD1 ; PER1 HEYL LDB2 BCL6B MEF2C NR4A3 KLF9 FOXF1 ERG ; 
EMP1 ; PRDM1 ; 
MGP ; TGFB1I1 HEYL PTRF TWIST2 EBF1 LDB2 BCL6B MEF2C HIC1 MSC GATA6 MEOX2 FOXF1 AEBP1 ERG ZFPM2 HAND2 TSHZ3 CSDC2 PRRX1 ; 
RERG ; MEOX2 TCF4 ZFPM2 NAP1L3 PRRX1 ; 
PLEKHA5 ; ZNF397 ZNF587 ZKSCAN1 ASH1L ZNF641 ; 
PDE3A ; HEYL EBF1 LDB2 BCL6B MEF2C FLI1 KLF9 LZTS1 TCF4 ERG ZFPM2 CSDC2 PRRX1 ZNF366 ; 
RECQL ; WDHD1 RBL1 MCM4 ; 
KCNJ8 ; TGFB1I1 HEYL PTRF TWIST2 EBF1 BCL6B HIC1 MSC GATA6 MEOX2 KLF9 AEBP1 PRRX2 ZFPM2 NAP1L3 HAND2 GLIS2 CSDC2 PRRX1 TWIST1 ; 
ABCC9 ; TGFB1I1 ZNF469 HEYL PTRF TWIST2 EBF1 GLI2 BCL6B MEF2C HIC1 TCF7L1 MSC GATA6 FLI1 MEOX2 KLF9 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG ZFPM2 NAP1L3 EGR2 HAND2 GLIS2 TSHZ3 RUNX1T1 CSDC2 PRRX1 TWIST1 TRPS1 ; 
ST8SIA1 ; GLI2 HIC1 MSC AEBP1 HAND2 CSDC2 ; 
SSPN ; MITF ; 
STK38L ; BACH1 ; 
CAPRIN2 ; MDM4 ; 
TSPAN11 ; MEF2C MSC LEF1 GLI1 FLI1 FOXF1 AEBP1 PRRX2 PRRX1 TWIST1 ; 
FAM60A ; BAZ1A ; 
DENND5B ; BIN1 PRRX1 TWIST1 TRPS1 ; 
ALG10B ; ADNP ZNF221 ; 
KIF21A ; APC ; 
ABCD2 ; SPI1 TBX21 IRF4 SLA2 STAT4 EOMES FOXP3 ; 
LRRK2 ; TWIST2 BIN1 GLI2 CREB5 MEF2C HIC1 PGR MSC GATA6 FLI1 MNDA IRF8 KLF9 ZFPM2 HAND2 TSHZ3 MITF CSDC2 PRRX1 TWIST1 SETBP1 TRPS1 ; 
CNTN1 ; HLF HAND2 RUNX1T1 CSDC2 PRRX1 TRPS1 ; 
PRICKLE1 ; AEBP1 ZFPM2 CSDC2 PRRX1 SETBP1 TRPS1 ; 
PUS7L ; BARD1 GTF3C4 ZBTB26 REST TMF1 SHPRH NCOA2 CLOCK ATF2 GTF2A1 ETV3 ZNF81 ZNF623 ATF7IP ; 
SLC38A1 ; ZNF124 ; 
TMEM106C ; HMGN2 MCM2 ZNF367 MCM6 TIMELESS ; 
C12orf68 ; PTRF FOXF1 AEBP1 TCF4 HAND2 CSDC2 PRRX1 TWIST1 TRPS1 ; 
CCNT1 ; GTF2I TAF1L RREB1 RLF ZNF426 GTF2H3 ZNF281 NCOR1 ZNF430 ZNF292 BARD1 GTF3C4 ZNF236 BDP1 TCF12 POLR1A ZBTB26 REST EP300 NR2C2 ZNF121 WHSC1L1 ZNF585B ADNP ZNF551 ZFX MTF1 TMF1 SHPRH BRPF3 TAF1 ZBTB39 JMJD1C AFF4 ZDHHC21 ZNF420 ZNF417 MKL2 NCOA2 CLOCK ATF2 ZBTB43 ELK4 EPC1 ZNF221 GTF2A1 REL ZNF354C ETV3 ZNF81 ZNF587 ZNF623 ZKSCAN1 APC ASH1L ZNF641 ; POLR2I DRAP1
DHH ; PTRF EBF1 KLF2 MEOX1 ERG ; 
TUBA1A ; TEAD2 ; 
TROAP ; MYBL2 ZNF695 PTTG1 MCM7 E2F2 E2F1 XRCC3 TRIP13 FOXM1 ESPL1 MCM5 HMGB2 CHAF1A ZNF367 BRCA1 EZH2 MCM6 KNTC1 TIMELESS WDHD1 WHSC1 ; 
FMNL3 ; ZNF469 HEYL PTRF GLI2 MEF2C HIC1 AEBP1 LZTS1 TCF4 GLIS2 PRRX1 TWIST1 ; 
FAIM2 ; BIN1 GLI2 TBX5 HIC1 PGR MEOX1 GATA6 GLI1 MEOX2 AEBP1 TCF4 NAP1L3 HAND2 CSDC2 PRRX1 TRPS1 ; 
RACGAP1 ; RAD51 MYBL2 PTTG1 MCM7 E2F1 TRIP13 MCM2 FOXM1 ESPL1 MCM5 HMGB2 ZNF367 BRCA1 EZH2 SUV39H2 MCM6 KNTC1 TIMELESS DNMT1 WDHD1 BRIP1 RBL1 MCM4 WHSC1 ; 
DIP2B ; ASCC3 ; 
METTL7A ; BTG2 ; 
BIN2 ; SP140 SPI1 TBX21 IRF4 SLA2 STAT4 CIITA FLI1 MNDA RUNX3 IRF8 TFEC EOMES FOXP3 ; 
ACVRL1 ; SNAI1 TGFB1I1 SOX17 HEYL TAL1 FHL5 PTRF SOX8 EBF1 LDB2 BCL6B CREB5 KLF2 MEF2C HIC1 TCF21 MSC GATA6 LEF1 FLI1 FOXF1 AEBP1 PRRX2 LZTS1 TCF4 ERG HAND2 NOTCH4 CSDC2 PRRX1 TWIST1 ; 
