 TCGA-2F-A9KT-01, TCGA-2F-A9KW-01, TCGA-4Z-AA7M-01, TCGA-4Z-AA87-01, TCGA-BL-A0C8-01, TCGA-BT-A20W-01, TCGA-BT-A3PH-01, TCGA-C4-A0F6-01, TCGA-CF-A7I0-01, TCGA-CF-A9FL-01, TCGA-CU-A0YR-01, TCGA-DK-A1A6-01, TCGA-DK-A1A7-01, TCGA-DK-A1AD-01, TCGA-DK-A3IK-01, TCGA-DK-A3IL-01, TCGA-E7-A85H-01, TCGA-E7-A97Q-01, TCGA-FD-A3SJ-01, TCGA-FD-A43N-01, TCGA-FD-A62O-01, TCGA-FD-A6TI-01, TCGA-FJ-A3Z7-01, TCGA-GD-A2C5-01, TCGA-GU-A767-01, TCGA-GV-A3JV-01, TCGA-K4-A6MB-01, TCGA-KQ-A41P-01, TCGA-UY-A78M-01, TCGA-UY-A78N-01, TCGA-UY-A78O-01, TCGA-UY-A9PD-01, TCGA-UY-A9PE-01, TCGA-UY-A9PF-01, TCGA-XF-A8HF-01, TCGA-XF-A8HH-01, TCGA-XF-A9SV-01, TCGA-XF-A9T0-01, TCGA-XF-AAMX-01, TCGA-XF-AAMY-01, TCGA-XF-AAMZ-01, TCGA-ZF-A9R0-01, TCGA-ZF-A9R1-01, TCGA-ZF-A9RC-01
TRIM45,0.0059512520129294255,0.003592880867285722,0.003389236115179187,0.006348100228721812,0.006348120102362656,0.004924359376163057,0.006348102660662991,0.006348102651241382,0.00634812487701474,0.0063498799283803475,0.002199776674024003,0.005774008386926422,0.007399673201271678,0.00627946866131151,0.00603162717930056,0.0034428813339257287,0.006277074075424406,0.006348164607599502,0.006348075089153128,0.007179523419913608,0.00634810852893645,0.004589893632213125,0.006348102537893357,0.006348123218783293,0.006348105622647606,0.005953577707811762,0.006348122753025093,0.006592846913557297,0.0034729520099956866,0.006333164615900438,0.005569131396548595,0.006348102745570112,0.006348102560576523,0.0021104719860122485,0.006352684812385243,0.006576325163717457,0.006348248780270705,0.00635137400767972,0.006501951253877716,0.006333406889199343,0.006355075933839283,0.006348106464121585,0.006348224151933104,0.006348974315539357
KCNJ8,0.006057203809368331,0.0063475621832410865,0.0061099716470440395,0.007594789219525812,0.006347652479953191,0.006347539194317182,0.005043840235057047,0.005684244650105559,0.006348101767847088,0.006339827247074875,0.006348102650662838,0.005109849818255184,0.006041391198234405,0.006349850754242809,0.006067522637581589,0.006348103097579981,0.006075286620688384,0.006345755411621468,0.0062615323997140485,0.005662184075978405,0.0055872831564175085,0.005716419181298207,0.006120983371783632,0.0063481210053166585,0.006159117136249067,0.0063480885963466925,0.0063974222928678106,0.006347871941281338,0.00634810265065611,0.006310102129267469,0.006252175629654535,0.006281997239526774,0.0060920692019504575,0.0062771395727802765,0.00630852815640113,0.0049664206151964025,0.006348058118271431,0.006348102519924199,0.006926036300393396,0.006141904387287898,0.004612380904747339,0.006348273780809073,0.006348043918453437,0.005443596763678762
GZMA,0.006346504593290159,0.006379868809242897,0.004934913354369611,0.0063481147848764565,0.006348098025379459,0.005967512880479754,0.005295480128814628,0.00639144771321564,0.006349857922555128,0.006347624673241073,0.004554488214388909,0.006123227556661996,0.0063481026343324585,0.0063482531487240685,0.0063481002526917015,0.006302664954168213,0.006201905817799061,0.0057713173035769325,0.006389162886540092,0.006327023401784344,0.004339102174676652,0.006348102766454755,0.006337185192480813,0.0063147965763885455,0.006322329586805676,0.005405897218982647,0.005586527717074366,0.006345774460799736,0.005198458844413041,0.005751388721302715,0.006087283997409867,0.0063218831041155395,0.006347942702948977,0.006282102112895629,0.006121380261386193,0.0062236607163837394,0.0061380897231640115,0.00634810400081153,0.005570140934720466,0.0063101922128762,0.006348102649199784,0.00633840613406746,0.006348044297189842,0.0058361639920748
GZMB,0.006345553426379727,0.006370343399625971,0.004737743979183138,0.006348113255771268,0.006348096155588814,0.006074811639859677,0.004826327562760256,0.006373145678857508,0.006348432760843702,0.006349213082359324,0.0045999251508560485,0.006094285741331546,0.006348102595375218,0.006347114723397742,0.006348098943784494,0.006301713388060754,0.005959212438502473,0.0059671156644693244,0.006375971717185274,0.006246012516331972,0.004576837636936264,0.006348102755100325,0.006312326609912345,0.006303769684766727,0.006322385828667833,0.005569286823356667,0.005705608597855376,0.0063461823316335155,0.005561143972298563,0.005930082719022287,0.006219188063718867,0.006341551919577523,0.006348197008334924,0.006267366587376424,0.006130445676554109,0.0065329930869847674,0.005423700235339729,0.006348104241089142,0.00562668930247868,0.006331719636623339,0.00634810265017711,0.006338985738214951,0.006347978095570355,0.006489838267266934
TM6SF1,0.006332117735115168,0.005589115041363869,0.0026368237158936733,0.006348164016796463,0.00634810265250729,0.006348102652609658,0.003423554680747097,0.005148206621966117,0.0063305807074315506,0.006345186469573964,0.002553189569673119,0.006348192538229596,0.006348881286144077,0.006406321985270222,0.006357363660256001,0.006159044857111386,0.006348107954592352,0.006521635168795578,0.006338168780541381,0.006399723509392642,0.0037068286012580964,0.006338633652108094,0.00572983555261586,0.006346684910817619,0.006348103075406698,0.006348108828675996,0.0063481024470340465,0.006338707376525071,0.0063472226829106426,0.006868472825481713,0.006352332702082496,0.006348102712642631,0.006348305885996849,0.006348115917816806,0.006255636711116081,0.004724699123176786,0.0063132111503810635,0.0063420518927574795,0.004778486945684261,0.006268150644721755,0.006348092948155179,0.006348203482939019,0.006624461186194306,0.006348102653601516
SORL1,0.0030052004477721683,0.0015966954407331938,0.006718452430758086,0.0023655854352687584,0.005343096058222495,0.006511490149380799,0.004294363421397424,0.004934208711034552,0.0056945249405657376,0.003449986078481281,0.01367854031494902,0.002163753126343316,0.007750499466461307,0.008563437665391192,0.00689871263299936,0.009311028299426538,0.010167123101772608,0.0029911793560988944,0.003211590045832612,0.0025593996706172327,0.0028672043827924964,0.0052696184124602025,0.0017357642447714337,0.009238129577094927,0.004026854273594245,0.006457084492174312,0.00949763115412567,0.007265354419989142,0.007114909962949741,0.0028020650585441472,0.003347679789907049,0.00973299749816662,0.0033241927606006997,0.00710412392002384,0.0038776495902682296,0.009171052548666882,0.002602990391315243,0.005674774055195697,0.003588310600986123,0.0028922049775596485,0.00423193741194547,0.005694366508048333,0.0032776061590643842,0.006627396304403892
BICC1,0.0036505547336690754,0.002259704387936916,0.05364464772021697,0.009703543604103488,0.02134986571496075,0.011143364587962527,0.0022045982838535625,0.00735115831784342,0.002968254571747228,0.009389415740191216,0.0023097691236977527,0.003600321125752644,0.002486187482852279,0.005535614451108403,0.01055348199023027,0.004526743385172473,0.007174104779866092,0.0067356310042557144,0.009972899081948308,0.0020338989633750834,0.02989816343950516,0.006412530437426557,0.011667745006285474,0.006175175294885117,0.007021862923946106,0.0030363745859779737,0.002277146862675959,0.011103734243612806,0.011008146383201054,0.006169481117446851,0.0017699748550555928,0.0050274599412225614,0.010357818884999178,0.003966501163016057,0.01017274616222868,0.004220443555107652,0.006864966527244565,0.011313029726930489,0.0045140802735125956,0.003948976000765202,0.002369855729681234,0.00777559189402598,0.002344843812571968,0.005877437159988386
GZMH,0.006346239131438206,0.006380470381686884,0.00533531629142446,0.006348113390400109,0.006348101525712262,0.006337585514079964,0.005704918191803237,0.00639788777050879,0.006349520800258366,0.006348773243138739,0.004636326423815913,0.006098317825111386,0.006348102575489441,0.006348109543900363,0.006348106940530637,0.0062653577262271505,0.006172500165081871,0.005805757983190098,0.006395993052476252,0.006397183693085626,0.004887682554008513,0.006348102593253669,0.006291229715706576,0.006305636895479483,0.0063346165784662735,0.005289647063101231,0.005386381841757243,0.0063462980187111795,0.005535247690532165,0.005394460920026727,0.00609847212836856,0.006348242955392693,0.006347916961838633,0.006298804987788785,0.0062762717193544934,0.0064973026525901355,0.006319532789324904,0.006348104030804742,0.005793153982413581,0.0063322868665807094,0.006348102647326156,0.006333116051436723,0.0063480560448222366,0.005320579739825718
TM6SF2,0.006348096904214416,0.006348026797745772,0.0054054445043267415,0.005333481546553699,0.00568431656395784,0.00633042853447931,0.005527138054487447,0.006348251214021591,0.00634738459706527,0.006348569617960173,0.006348105389881926,0.0046001555736763875,0.005690770312915761,0.005515810039751796,0.006348100462975293,0.006346372107531944,0.0057501330367033116,0.006341470254168272,0.006348984941583806,0.005979366704758585,0.0062719300699691834,0.006348102650630959,0.005072338506384775,0.006347541079471196,0.0063485867114094425,0.006348102525571356,0.006348110671392199,0.006351464803229069,0.005950982960277391,0.006353740589771706,0.004740022154226835,0.0063326969541868455,0.006287170685802537,0.00615010039584461,0.005963235161760541,0.0055242740107148535,0.006348102590003241,0.006348103095315435,0.0054455596283822585,0.006347891722545826,0.0033310588294460457,0.006348412032878101,0.006346978934800673,0.002469581048244983
GZMK,0.006217105546509405,0.00639491864885205,0.005028717910351821,0.006344918230843689,0.006345092134591153,0.005662005646727924,0.004659848890303954,0.006380664268298596,0.006348400462788121,0.00634851269270443,0.005335369156382464,0.0063451529344370015,0.00634667186037125,0.006349977334286799,0.006348009784296031,0.006352655578785157,0.006365033813662868,0.005979200527171174,0.006352914674958647,0.006338659603082544,0.004359532969921747,0.006345247372665278,0.006187395896267801,0.005937962289280142,0.006308117934637404,0.00531850542800358,0.006071204760930453,0.006348379233743841,0.004876404670752853,0.005503111374587123,0.006224605935375063,0.006318594046407398,0.006347964862696733,0.0059844125439169555,0.006491616795720712,0.006119230397857741,0.006582205528466686,0.006343877418678177,0.0058586942539574334,0.006330470127250417,0.006347397696954968,0.00634642188774278,0.0063662746352825495,0.005597742082470283
ID3_TF,0.003131131117436805,0.007447635835775142,0.0022944494170353733,0.003718095161048067,0.007018665876699849,0.0034542115448604246,0.00561668052844377,0.004996239081150429,0.005289428795733606,0.007007121963857506,0.0073532445227011455,0.0029693070238194777,0.002667012465376684,0.005773399019887296,0.003952545376503283,0.0063791216232745385,0.004226518089770759,0.00659969329624999,0.005969570457591793,0.005415656414321881,0.006286998461317199,0.009369343163551883,0.0066509748438512584,0.002674619672489209,0.0028462534360948755,0.0072186114842026725,0.005785597777048779,0.006383819181564888,0.00332856546978817,0.005903067528745152,0.0018426048786944593,0.004569333250079218,0.0033370995862868034,0.006673508586886168,0.006610720413026103,0.004325195007020723,0.003614202756002927,0.005960231560091864,0.0027885740131389793,0.006189363562613646,0.004815437883781122,0.005599793906074725,0.0024989062130568677,0.004613757490023197
PER1_TF,0.0042949611349345565,0.005576059816927346,0.004416091279490209,0.0022249071441104956,0.006370324188712018,0.005567749576214844,0.007024522049507548,0.00328958279522216,0.002919572568813641,0.0057734820623698046,0.004866297060906533,0.0028261109995206144,0.005683939678654604,0.0049447304661569685,0.007193164284114452,0.007056035580117862,0.004005026933844351,0.005665959718864769,0.005148721474316261,0.006452673622419247,0.0018799426054336092,0.001944939973915448,0.0020937420753141724,0.006552084119161175,0.0026243714659453837,0.008765908563080172,0.004496259869015738,0.00492011255217181,0.003461707096203854,0.0020597086851037965,0.003553827891038655,0.00679435924632656,0.0042368542084039625,0.004733550454838213,0.004974669893783618,0.008111695539179935,0.006771047485204777,0.005395382825043697,0.008193783131327343,0.006513962137058551,0.005537955194625763,0.005805041436866927,0.00871336984443516,0.006257516536274857
GZMM,0.0062161376680801034,0.006371864873117714,0.004759058952432919,0.006341620954584267,0.0063323169107940514,0.00578875938580731,0.006153450983565685,0.006391748512307769,0.0063496979690369545,0.0063471267096152076,0.005765176930870019,0.006240193915527139,0.006345968802211516,0.0063480562114963295,0.006348066041883421,0.006345096972297815,0.005551116961903612,0.006045363237669464,0.006365601690066141,0.006326360730077417,0.004342761694103866,0.00632802480902801,0.006252143776459924,0.00550014010060856,0.006372321769525396,0.005525119599057754,0.005238872051911724,0.006348869439042947,0.005745936980485727,0.005541183377056153,0.006196539168470016,0.006351179412286293,0.006347747435019928,0.006182811968599556,0.006128573543373888,0.006219359103168005,0.006174634203975655,0.006362638635759,0.005761957310045339,0.006291919398011366,0.006349537144385124,0.006316821625128816,0.006344094006485526,0.006211360119827212
FOXD4_TF,0.0038755409937541786,0.00330517846639459,0.003163320413522918,0.004743288457084231,0.0075165854421538805,0.007402351246287722,0.006871909522195811,0.0035784310974006973,0.00263041715256939,0.008030158141620966,0.0022658128234104235,0.003290844903658024,0.0019291679811170182,0.006193359387394982,0.002856475750171514,0.006328336706596811,0.00666025826234906,0.006845838383566007,0.0029956400482307366,0.005707827429111217,0.007398403358417768,0.007488065987900498,0.003240624044417441,0.004535848437643988,0.005144470730425421,0.0024685597339253454,0.006144104004868617,0.004649009510984977,0.0034160722680816355,0.006207960337373196,0.007592449007472824,0.004014068309215267,0.005423488789746171,0.004947362987606715,0.002586475110488799,0.003590064917919729,0.005661953076905302,0.0037023859958725588,0.002553545761455165,0.0036606148049870835,0.003477218430165504,0.0050426519311646415,0.006984608764455875,0.0027129106939957556
IL2RA,0.006148950074707747,0.005589277982696325,0.006055947671770261,0.006348082710375096,0.0060640555884258025,0.006348102650653028,0.005262362968312396,0.0063408520382481634,0.006347231344196536,0.006348017334054118,0.004613469427824033,0.006348106311299559,0.006348040098792169,0.006348424609857754,0.006350019211412197,0.006050902585521001,0.006348131088719179,0.0067007689667918265,0.006348103449036437,0.0055196155598518076,0.006042595393013042,0.006352026508142298,0.006345838728974473,0.005983980166591892,0.006348103495258342,0.0063478624789746925,0.0063481025980802125,0.006348600582154045,0.006348102540431718,0.005206229982758803,0.006211507226276407,0.006355587151672123,0.006348148152244119,0.0063480981555392125,0.006145641720747591,0.006342530640941052,0.006348102640181186,0.006348102657759395,0.00618069980000466,0.006348082130390392,0.006348170864029223,0.006348174702705975,0.005936495150952215,0.006348102650662602
IL2RB,0.006344961476762358,0.006225024209735111,0.004511765080906285,0.00634811757503107,0.006348102583928123,0.005933317533900302,0.004670546951068104,0.00638020943638658,0.006348046197583173,0.0063488009842251475,0.00465491414107215,0.006254804324793814,0.006348101583006801,0.006347869003336358,0.0063480959786979645,0.006288604333567364,0.005856957468422172,0.00646739792427946,0.0063521157445821435,0.006234605717815082,0.004574198644594582,0.006348105875371705,0.00634339431969652,0.0063047832425441675,0.00631811928407296,0.00532722980993605,0.006484345644474538,0.006355857965028014,0.0046359460570248945,0.005330759413787591,0.006213409896612905,0.006346670594327956,0.006348011322574394,0.006156291069644073,0.006266574696157607,0.006183763948348909,0.005927202013442393,0.006348105084693491,0.006163660985118468,0.006342842921080343,0.006348102652634863,0.006352533399155848,0.006347921496648052,0.005580322430284534
TRIM37,0.007624397635654332,0.006716069643950097,0.002442358785349139,0.009355812011328103,0.0034713038958446695,0.009039390069976706,0.005975869885268676,0.0034165071622029304,0.0037114137686072774,0.0036046292565181026,0.00308683470550807,0.00635679819683052,0.00334019750631302,0.0071410907717637025,0.004060443653005599,0.003453414369129825,0.005515692057359384,0.005645448259377675,0.002817604892446637,0.0029204333391409385,0.004730130034263744,0.007710485338477684,0.0050293717309730255,0.0055506826923861574,0.0036961961592454217,0.004258124652783551,0.005367604076534708,0.0043964204423537386,0.0025582238715948515,0.00586182873687485,0.003726723968758085,0.00777029772653949,0.00793075580881488,0.003896597572706153,0.007611148799522619,0.01581757914610233,0.006015465677800816,0.006557330003736002,0.006374428812611158,0.006177854165709099,0.006235656154528609,0.015807312119105996,0.0029605405211044636,0.006715452878032281
PDCD1,0.00634522528509569,0.00637177105705165,0.0051746078477269515,0.006348112387998232,0.0063480966610348615,0.006140571695394347,0.0050601187663922255,0.006343998801403093,0.006348510268202989,0.006349292696191248,0.004639250725856181,0.0060897393467473,0.006348102734410271,0.006348499283601712,0.006348097305689136,0.006344763262899455,0.005862813469166032,0.006750885477573157,0.0063785008413186055,0.006318713854531915,0.004378191582932162,0.006348102740840552,0.006314031232783114,0.0062980917176568745,0.0063233773700759775,0.005365978003688406,0.006010387753078145,0.0063463912806275575,0.004386953251905523,0.0053199296870541125,0.006322454636780866,0.006337603319947306,0.006348163719612765,0.006218708059570922,0.006103338619757548,0.00627517687648894,0.005828640522018553,0.006348104184271784,0.006476700857876502,0.00632871418026535,0.006348102659562518,0.006340115910354799,0.006348040417567155,0.0058247167254672294
KCNK3,0.00162805958448095,0.004478076729175349,0.0032921079568227845,0.001986128385556139,0.004070054800521614,0.007411947526969882,0.0028752752570641183,0.0047728374720408225,0.009558102718699031,0.01018030850097034,0.04918578289759316,0.0030642058896704237,0.0069059379277826086,0.006382667463199798,0.0038612006770856857,0.0037614988280489105,0.002585025276020554,0.011218408907893456,0.003497684805291224,0.0019853110905187162,0.003792428045207726,0.00627438003960743,0.0020939384487776,0.00835660775719616,0.0029314037407824995,0.008801574022096909,0.00881603242040822,0.006759944374343296,0.004344694743677465,0.005399629227922889,0.0024164476689724434,0.009126988987335216,0.0070024532944009486,0.004713257285121816,0.011592390116655187,0.003234448032446667,0.0026680268436844864,0.003858565846333963,0.002154844543520954,0.006623048808490507,0.0039074810852004595,0.0025546102340959064,0.003599590338355811,0.0038437022184339754
SLC23A3,0.010431259591157696,0.002015685824874944,0.009661366609552639,0.005517108596886096,0.004058547098737691,0.004980559238929856,0.007067921140616688,0.006348117739561174,0.004103464817462631,0.006545187018201437,0.012450715086480598,0.0045799144598535875,0.007388126651291337,0.008503406081266672,0.005465704395490444,0.004583138167668474,0.0021523056159955356,0.006419525143692152,0.0015948298254332266,0.0034880644301251394,0.0035281163749215473,0.0026353644824589073,0.006348102387171002,0.006346933974647746,0.0063600695867016615,0.012194906858543538,0.006559522171278467,0.008038564027688502,0.003588987557772474,0.0035467707241156844,0.011662270841383354,0.006348102612341756,0.0063484852551520185,0.005744132648058054,0.004304875728679198,0.008808759847829245,0.006345886619642141,0.0044552709328869065,0.009795186547936314,0.018202815778024847,0.009248333919693503,0.0063481450552878346,0.005588600278716042,0.013192788066525612
TNFRSF6B,0.00932578436171731,0.010281778178364072,0.004584272862941645,0.005063922930565219,0.002172171094484147,0.006318821785034513,0.003063544227998437,0.00251948243563356,0.006806266426739382,0.0064750849864409835,0.0027731475747679846,0.004043268826877505,0.008124440946357076,0.0035342719431024,0.009780380709283665,0.0035244280723745348,0.0027894833361639033,0.0064364708492581175,0.007142775591820579,0.0032599130801574867,0.003447412616801755,0.010761371648178569,0.001710169494157895,0.006145515216796674,0.006010273632996113,0.007889204163963805,0.006465411056743269,0.005252067491359126,0.0060497097528945335,0.017039250532799734,0.005780707488364996,0.006560376935506962,0.006678609216358597,0.006370613479119469,0.005212349949888207,0.008062039348902133,0.0018634764136522628,0.0066382692648964525,0.004161646285950728,0.006095154398556857,0.006034550187388026,0.005847480039915386,0.0030865848730079015,0.0042999146599286605
CERK,0.0019385689649981204,0.0030310228863840087,0.006672239916051894,0.0031366550695302083,0.0039020884383284904,0.030337169986526802,0.0029607140998496595,0.002815349685745646,0.007351333138980275,0.00607966282559745,0.004111159255226785,0.0018306674182447693,0.008085142940446656,0.00784933225697316,0.00440504426241194,0.004871639869416376,0.0030297075347033562,0.009901323853382523,0.008790771576719529,0.005353832880260319,0.0065970656052568724,0.0071666774939935516,0.004044424594745325,0.016187915760328356,0.01883676553741832,0.007278688814504081,0.008589041881485921,0.0072320226041859455,0.007619211163288013,0.006304694534138897,0.006818416351368693,0.012803069534142796,0.0112306389422605,0.0028738451660644143,0.008579655191058298,0.006179965282867272,0.004207158189374023,0.016789012001809968,0.0019127222619727655,0.010337290029446607,0.013009901037907792,0.0036093599418824235,0.010139472430292716,0.0019118000148011039
MT1L,0.006349448204086924,0.0023660691429994514,0.006348813665372203,0.006347544821837817,0.005907520360892651,0.006327354876584844,0.004674921552828679,0.004092452176912925,0.006348103416091832,0.006349500804114243,0.006531466614749215,0.0063481064381934104,0.006348777277284535,0.006310718797968736,0.0063481026507224815,0.0033330855447418475,0.005878883682070634,0.006348102346963565,0.006348410161228752,0.006582440280842181,0.0035254157424355064,0.00634811124071933,0.0029215757748386794,0.0062241184212448826,0.006347485050366583,0.006348102312699996,0.006348107865754482,0.0063676452084164515,0.0062132289052894375,0.0031237364026227717,0.0016531273667231379,0.00612869452316863,0.0067563454804265176,0.006342312403393495,0.004392614341825275,0.006348102118457058,0.006348102650914516,0.006348121267341336,0.0026418280163258818,0.00634804137473193,0.006042537442616907,0.006348102651775071,0.003040911285640317,0.0023297834010824166
MT1M,0.007218131948011114,0.002714659110082919,0.010596242596486633,0.00572065612394429,0.09844143199004082,0.0047392320340695375,0.005041195918034096,0.003443703150035587,0.006348127366416857,0.006500174092497619,0.008246102145097226,0.006351661860277911,0.0063492407741910385,0.0060258057414548346,0.006080452627396186,0.004109243648933021,0.006045646900865869,0.0060195049687469075,0.006344293179603163,0.008812955214876421,0.002622433027576784,0.006139172011616576,0.0018908695233688063,0.0035417603196360465,0.0030108622843220854,0.006343380870470153,0.0062934976431139305,0.006780763257838484,0.0038095732568916942,0.004379784421668137,0.0026205730429107186,0.007406386621692742,0.009872411615223972,0.002933628194072251,0.00284769574748519,0.006348102575845389,0.0061198750717073635,0.006348584453828059,0.0032331268936597658,0.005736846737943832,0.007064226995700521,0.006348267456286927,0.0038832127837449704,0.007492475683395655
ICAM3,0.006309293273084221,0.0087863562815131,0.0044659676947327144,0.006644261257730722,0.006347799509361915,0.006374832274677692,0.017621861362912324,0.006483740163143326,0.006357567628817572,0.006953252902998386,0.00633991949291373,0.006348086682142553,0.006430708067828921,0.006362007522162313,0.006230843747104689,0.010382907420334478,0.006348162886925491,0.008167428298140104,0.008177963911506167,0.006358525092673078,0.0027194752802424597,0.006006128216732951,0.00227354071651017,0.006398852400387858,0.006348909825037616,0.006308352903271813,0.0027767769304761244,0.006531278904098621,0.004944932393397406,0.005420960828853939,0.006305874722234637,0.006422776722770287,0.005676604772360083,0.006361653763493313,0.002307088066620712,0.006976251274467427,0.0028004102443554544,0.0063430985923226945,0.028389732483935903,0.005987972112419295,0.006348622431106856,0.005767362397803518,0.004822067829182516,0.006348133515027379
MT1X,0.005290221476202702,0.0037374680712682173,0.004705854103530633,0.006238474469101714,0.025473409037522356,0.004116790053192805,0.0036709065675984633,0.008438268706139623,0.002525752809894695,0.006674706454814653,0.008846087143758934,0.010878061753403053,0.0033940431063094797,0.015318895412151326,0.005248387075530055,0.05188992919036419,0.007290127698681409,0.004438344775324751,0.005013747996044295,0.0062687960893818935,0.006137966779427498,0.002370615732671888,0.0026246031924793186,0.0075407556538531605,0.003233026141186419,0.0055117767810009075,0.005242637332557364,0.004897504606051493,0.0024461485099332094,0.004419595159298486,0.0022203906575477945,0.00510381981951728,0.006848218405985975,0.002152126436632801,0.002121734973568774,0.00401814992818744,0.003804876004360533,0.004291222913344229,0.0019297326469835396,0.003359670198609022,0.004549762714383731,0.006630959037794374,0.008845464798771538,0.0037750682328091174
IKZF1,0.00634767189169038,0.0057533675957467945,0.0045959325637053225,0.006348113765891769,0.006348102505376358,0.006022080839310265,0.0045155671816631176,0.006378117480626632,0.006348086637134027,0.006348447274259143,0.004724157649702398,0.006348102645922493,0.006348104754018952,0.0063493061359309565,0.00634811878324473,0.00672657945175674,0.006341614440270914,0.005370301112057564,0.006351321777167023,0.006302181207208267,0.005210387570785756,0.006348105999847134,0.006295137826506201,0.006348093605181188,0.0063439390665967375,0.006263312681211661,0.006347481183703231,0.0063495830860136465,0.005141984203661467,0.005481334486706983,0.005389478011677173,0.006338990822032245,0.006348040647392961,0.006253908266071985,0.006252498913554574,0.005953800800359616,0.005725017189893422,0.00634810515380602,0.005949240780306382,0.006348460784183989,0.006348103300271341,0.006348132309843613,0.00634812135359477,0.006337005425206424
IKZF2,0.011582213585835699,0.0013719724517710782,0.001359725672048229,0.007122936819632078,0.0024291324511708737,0.0035425079856386344,0.004362032656460417,0.005310249586504081,0.00840841623382085,0.005901527187426616,0.002894424258043427,0.01189433252170636,0.010410230960129382,0.997581943701289,0.0055903251166381,0.0012146971966193057,0.005965731227319767,0.0034850712029410396,0.009934790024235592,0.005694558136589055,0.028941447968213917,0.002144458264862831,0.0029737782350134807,0.008041422440511089,7.099994413870481E-4,0.007802667508599714,0.005132703174820311,8.601045258957084E-4,0.003591349086519503,0.00708663138465565,0.024627416151459497,0.01000052457594858,0.001985229528564563,0.005650059556984653,0.00483268458025,0.0013390588130838261,0.001366152016829187,0.01321200386394617,1.826218434144839E-4,0.003380130643477934,0.013396714013108173,0.005178401490252254,0.002521528560160974,0.001783277416115139
IKZF4,0.0029936462492596906,0.09158653830334354,0.003443640000239253,0.006451620050106964,0.017905754761237697,0.002281754606550239,0.003524030754913996,0.00849418808931168,0.00475699951631179,0.004365850768400596,0.0056553564164194105,0.0028671726140516943,0.003576023911625289,0.00837155477908425,0.005460973523890636,0.007291805723373126,0.006015651241079923,0.007122502771543464,0.006112512264943219,0.007479365907837072,0.011147251265023767,0.0027056649371525886,0.002081871438764789,0.009881861750646271,0.005084848727072194,0.008717570245083687,0.008794697793884698,0.007825914161648635,0.0017109055391971403,0.0027881699376347277,0.0032054131830371395,0.0038376779189466495,0.005447602850052191,0.002051699802501547,0.0038040500264010695,0.0071498450847789444,0.004457720732380533,0.009432464312262964,0.002438722379632534,0.008433233146069306,0.004916987907018024,0.010209502971831185,0.00624550657212713,0.005543019396848079
RCBTB1,0.006224363549566321,0.010125696913753661,0.0026148658147262323,0.010518640700888232,0.004851150821291492,0.0030530104205867205,0.005379343699078482,0.003287680876511656,0.007332598788685339,0.006100561424642772,0.007818344622372549,0.008543699483374413,0.0035105773633626806,0.0028864528441434638,0.0031395674467033217,0.0071459460143902375,0.011227953353595202,0.007200348460714647,0.005933053547740322,0.003399934035249455,0.0020153172539290626,0.0037464364426679515,0.003941986463957306,0.0037970604001705804,0.002194399277023689,0.006271954069062837,0.004121868766991428,0.004536011360761356,0.0016966661847380468,0.0022006513730816234,0.009919773112454282,0.006850979552365705,0.004048779336413581,0.005420491147555843,0.0018807850859713197,0.007163505747742147,0.007268923967869759,0.010935467943990581,0.012426033103861455,0.009268219923811327,0.009972896865210478,0.002210348011591964,0.002799915060002819,0.005276980903567872
ICAM1,0.0063481026459698,0.006048874504067421,0.006236940405187161,0.0063481033445810095,0.006348099459409569,0.006348102650857339,0.006544777789020212,0.0062113697476685065,0.006347312680237733,0.0063481034491921174,0.004434317371395599,0.006348102650662597,0.006348074454438038,0.006348102571981129,0.006348102662694301,0.006128307888696852,0.006348102650662075,0.006502818603196027,0.006348234825921341,0.006111310175771945,0.0062654858569585175,0.006348102656637437,0.006270726868899521,0.006348100649006614,0.0063481025307748325,0.0063481002576331845,0.006348102650662608,0.006348168986109654,0.006348191393956767,0.005397132560569443,0.006119810462864713,0.006348102651316426,0.006348103379185455,0.006348102019598925,0.006288199593021071,0.006350762620838365,0.0059569637092399055,0.006348102744414414,0.005952811044256347,0.00634810229687064,0.006348081214928072,0.006348111447177428,0.006347804486066941,0.006348102650662597
PEX26,0.00634946524785384,0.005761543851326494,0.006269003525980044,0.0063480531021428655,0.006348092103871034,0.00626651320589731,0.006348102907641078,0.006133721185370801,0.0063176980389713835,0.0063429166157645215,0.006348067618412356,0.006296178719669966,0.0032087991108172664,0.006345595724168373,0.006197924212267191,0.005992720428696108,0.007093772638761437,0.006344811822419591,0.00603685086546948,0.006327315497235055,0.005137966330020689,0.006345551568045426,0.0016621899097725259,0.006344457833646429,0.0027090349463364397,0.007001363206267394,0.0068961599331193845,0.00498084371251099,0.00584039023889438,0.006385443070804686,0.005365166641899037,0.006346573722223848,0.005702097833857804,0.006081815511394584,0.005306987129930248,0.006268829669213926,0.006348075744519031,0.0063487380160316435,0.007527367224439699,0.005694920086817868,0.006347195156385854,0.004445395177113431,0.005690867583551965,0.0068883197855387854
