gene ; activator ; inhibitor
ZNF614 ; ZNF350 ZNF432 ZNF615 ; 
ZNF841 ; ZNF350 ZNF432 ZNF615 ZNF224 ; 
ZNF528 ; ZNF350 ZNF577 ZNF615 ZNF610 ZNF222 ; 
ZNF701 ; ZNF347 ZNF610 ZNF486 ZNF91 ZNF626 ZNF611 ; 
ZNF28 ; ZNF347 ZNF430 ZNF611 ; 
ZNF468 ; ZNF91 ZNF611 ; 
ZNF600 ; ZNF211 ; 
ZNF415 ; ZNF429 ZNF83 ZNF347 ZNF610 ZNF439 ZNF493 ZNF626 ZNF211 ; 
ZNF665 ; ZNF347 ; 
ZNF525 ; ZNF347 ; 
ZNF765 ; ZNF551 ZNF567 NCOA2 ZNF623 ZNF611 ; 
ZNF761 ; ANKS1A ZNF615 ZNF610 ZNF611 ZNF566 ; 
ZNF813 ; ZNF347 ZNF551 NCOA2 ZNF611 REST ; 
MYADM ; PTRF TGFB1I1 GLI2 MSC FLI1 TSHZ3 KLF2 MEF2C CREB5 GLIS2 PRRX1 TRPS1 CSDC2 ; 
OSCAR ; SPI1 SLA2 SNAI1 MNDA VENTX PTRF MSC IRF8 FLI1 STAT4 TBX21 ZNF469 RUNX3 TFEC AEBP1 IRF4 TWIST2 PRRX1 ; ZNF443
NDUFA3 ; TCEB2 TAF10 ZNF524 ; GTF3C4 GTF2H3 CLOCK GTF2A1
TMC4 ; NR2F6 GATA3 SOX13 AES PCBD1 TBX6 TBX3 ZNF440 RERE ZNF211 ZNF443 ; TEAD4 DNMT1
RPS9 ;  ; RBL1 CLOCK
LILRA5 ; SPI1 SLA2 SNAI1 MNDA VENTX PTRF MSC IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC CREB5 IRF4 TWIST2 PRRX1 ; ZNF443
LILRA6 ; SPI1 SLA2 SNAI1 MNDA VENTX IRF8 STAT4 TBX21 ZNF469 STAT1 RUNX3 TFEC CREB5 FOXP3 IRF4 PRRX1 ; 
LILRB2 ; IRF1 TEAD4 GFI1 SPI1 SLA2 SNAI1 MNDA VENTX BIN1 PTRF CIITA MSC IRF8 FLI1 STAT4 TBX21 ZNF469 STAT1 RUNX3 TFEC AEBP1 CREB5 FOXP3 IRF4 TWIST2 PRRX1 ; ZNF443
LILRB3 ; IRF1 TEAD4 SPI1 SLA2 SNAI1 MNDA SP140 VENTX PTRF MSC IRF8 FLI1 STAT4 TBX21 ZNF469 RUNX3 TFEC AEBP1 CREB5 FOXP3 IRF4 TWIST2 PRRX1 ; 
LILRB5 ; SPI1 SLA2 HIC1 MNDA VENTX BIN1 PTRF MSC IRF8 FLI1 STAT4 TBX21 ZNF469 RUNX3 TFEC TWIST1 AEBP1 CREB5 IRF4 TWIST2 PRRX1 ; 
LAIR1 ; LYL1 SPI1 SLA2 MNDA VENTX PTRF CIITA MSC IRF8 FLI1 STAT4 TBX21 ZNF469 RUNX3 TFEC AEBP1 FOXP3 GLIS2 IRF4 PRRX1 HCLS1 ; 
LENG8 ; BTAF1 DMTF1 MDM4 ZNF169 ZNF333 ; 
LILRA2 ; SPI1 MNDA VENTX MSC IRF8 STAT4 RUNX3 TFEC AEBP1 PRRX1 ; 
LILRB1 ; SPI1 SLA2 MNDA SP140 VENTX POU2F2 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC CREB5 FOXP3 IRF4 PRRX1 HCLS1 ; 
LILRB4 ; IRF1 SPI1 SLA2 MNDA SP140 VENTX BIN1 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 PRRX1 ; ZNF443
IL11 ; TWIST1 ; 
UBE2S ; PTTG1 ; 
SSC5D ; GLIS1 HIC1 MEIS3 PTRF TGFB1I1 GLI2 MSC ZNF469 ETV1 PRRX2 TWIST1 AEBP1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
ZNF579 ; ZNF358 ANKS3 ZNF444 ; 
ZNF542 ; ZNF582 ZFP28 ZNF471 ZNF677 ; 
ZNF667 ; ZFP28 ZNF471 ZNF135 ; 
ZNF470 ; ZNF71 ZFP28 ZNF471 ; 
ZNF460 ; GTF3C4 GTF2H3 ATF7IP GTF2A1 ; 
ZNF543 ; ZNF304 ZNF417 ZNF551 REST ZKSCAN1 ZNF136 ; 
ZNF548 ; ZNF304 ZNF417 ZNF550 ZNF225 ; 
ZNF749 ; ZNF551 ZNF587 ; 
ZNF772 ; ZNF134 ZNF304 ; 
ZNF773 ; ZNF134 ZNF416 ; 
ZIK1 ; ZNF418 ; 
ZNF776 ; ZNF420 ZNF304 ZNF345 ZNF264 ZNF417 BTAF1 ZNF234 ZNF567 ZNF292 ZNF223 ZNF91 ZNF430 ZNF436 RBL2 ZNF10 ZNF224 ZNF587 ZNF611 ZNF585B ZNF550 ZNF184 ZNF225 ARID4A ZNF440 ZNF230 AFF1 ZNF627 ZKSCAN1 ZNF33A MKL2 ZNF518A ZNF211 ZNF566 ZNF333 ZNF136 ZNF441 ZNF443 ASH1L ; KLF16
ZNF552 ; ZNF440 RERE ; 
ZNF814 ; ZNF547 ; 
CHMP2A ; TAF10 ; 
MZF1 ; ZNF513 ; 
C20orf96 ; ZSCAN2 ZSCAN16 TBX2 ZNF84 ZNF443 ; 
SRXN1 ;  ; PBX4 ZNF439
SIRPB2 ; SPI1 MNDA VENTX IRF8 FLI1 TFEC IRF4 PRRX1 HCLS1 ; 
SIRPB1 ; MNDA RUNX3 TFEC ; 
SIRPG ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
SIRPA ; TEAD4 SPI1 MNDA PTRF IRF8 FLI1 STAT4 RUNX3 TFEC CREB5 FOXP3 PRRX1 ; 
CPXM1 ; GLIS1 SNAI1 HIC1 VENTX MEIS3 PTRF TGFB1I1 GLI2 MSC TCF4 MEOX2 ZNF469 TSHZ3 ETV1 PRRX2 KLF2 TWIST1 AEBP1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
MRPS26 ; SCAND1 ZNF444 ; ASCC3 ELK3 STAT3 GTF2A1
ADAM33 ; HIC1 TGFB1I1 GLI2 FOXF1 MYOCD TWIST1 AEBP1 ZFPM2 TCF21 NAP1L3 TBX5 TWIST2 PRRX1 HAND2 CSDC2 ; 
SIGLEC1 ; SPI1 SLA2 MNDA VENTX BIN1 PTRF EOMES MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 PRRX1 ; 
HSPA12B ; LYL1 EBF1 SNAI1 HIC1 HEYL PTRF TGFB1I1 SOX17 GLI2 MSC FLI1 MEOX1 TCF4 BCL6B MEOX2 ZNF469 TSHZ3 LDB2 KLF2 MEF2C TWIST1 AEBP1 ERG LEF1 LZTS1 ZFPM2 NAP1L3 TWIST2 EBF3 PRRX1 HAND2 CSDC2 ; 
CDC25B ; PTTG1 TEAD4 DNMT1 ; MAML3 RERE
PRNP ; SNAI2 HES2 ; ZSCAN16 ZNF443
SLC23A2 ; ZNF211 ; 
PCNA ; E2F1 HMGN2 MCM5 TCF19 MCM2 ZNF367 EZH2 TIMELESS WDHD1 DNMT1 BRIP1 ; 
FERMT1 ; HES2 ; 
SNAP25 ; TWIST2 PRRX1 ; 
JAG1 ; SNAI2 HES2 ; 
BTBD3 ; TRERF1 ; 
ISM1 ; GLI2 ZNF469 ETV1 PRRX2 TWIST1 AEBP1 LEF1 ZFPM2 GLIS2 TBX5 PRRX1 HAND2 CSDC2 ; 
ESF1 ; POLR1B GTF2H3 TMF1 ATF2 GTF2A1 APC ; 
SLC24A3 ; GLI2 AEBP1 ZFPM2 PRRX1 TRPS1 CSDC2 ; 
RALGAPA2 ; GTF2I SHPRH NCOA2 ADNP ARID1A REST AFF1 ZKSCAN1 MKL2 ETV3 ASH1L ; 
THBD ; SOX7 ; 
CD93 ; EBF1 SNAI1 HIC1 HEYL TAL1 PTRF SOX17 NOTCH4 KLF9 FLI1 TCF4 BCL6B FOXF1 ZNF469 LDB2 FHL5 KLF2 MEF2C TWIST1 AEBP1 ERG LEF1 LZTS1 DAB2 EBF3 CSDC2 ; 
CST7 ; ZBTB32 IRF1 SPI1 SLA2 MNDA SP140 VENTX PTRF EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC AEBP1 FOXP3 IRF4 TWIST2 PRRX1 ; 
ABHD12 ; TBX2 ; 
GINS1 ; MYBL2 E2F1 TRIP13 ESPL1 PTTG1 MCM5 TCF19 HMGB2 MCM2 BRCA1 EZH2 KNTC1 MCM4 TIMELESS MCM8 WHSC1 WDHD1 ANKRD32 BRCA2 DNMT1 BRIP1 ; 
REM1 ; EBF1 HIC1 HEYL PTRF TGFB1I1 SOX17 BCL6B LDB2 FHL5 PRRX2 KLF2 MEF2C AEBP1 LZTS1 TCF21 NAP1L3 TWIST2 PRRX1 HAND2 CSDC2 ; 
COX4I2 ; SOX17 ; 
FOXS1 ; EBF1 HEYL BCL6B LZTS1 ; 
HCK ; SPI1 SLA2 SNAI1 MNDA VENTX BIN1 PTRF CIITA MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC CREB5 FOXP3 IRF4 PRRX1 ; 
MYH7B ; RERE ZNF333 ZNF441 ; 
FER1L4 ; TBX3 ZNF33A ZNF211 ZNF443 ; TEAD4
EPB41L1 ; TOB1 RERE ; 
MYL9 ; EBF1 HIC1 HEYL MEIS3 PTRF TGFB1I1 GLI2 MSC ETV1 PRRX2 MYOCD KLF2 TWIST1 AEBP1 ZFPM2 TCF21 NAP1L3 GLIS2 TBX5 TWIST2 PRRX1 HAND2 CSDC2 ; 
DSN1 ; E2F1 MCM5 TCF19 MCM2 EZH2 KNTC1 TIMELESS WDHD1 DNMT1 BRIP1 ; 
SAMHD1 ; IRF1 EIF2AK2 MNDA CIITA TBX21 STAT1 RUNX3 FOXP3 ; 
TGM2 ; SPI1 HIC1 MNDA VENTX PTRF MSC IRF8 ZNF469 AEBP1 GLIS2 TWIST2 PRRX1 CSDC2 ; 
KIAA1755 ; GLIS1 HIC1 VENTX PTRF TGFB1I1 GLI2 MSC IRF8 MEOX2 ZNF469 ETV1 TFEC TWIST1 AEBP1 BACH2 ZFPM2 EGR2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
PPP1R16B ; ZBTB32 SLA2 MNDA EOMES CIITA IRF8 FLI1 STAT4 TBX21 TOX RUNX3 TFEC MEF2C FOXP3 IRF4 ; 
FAM83D ; TRIP13 ARNTL2 DNMT1 ; 
LPIN3 ; HDAC10 ; 
CHD6 ; TAF4 BTAF1 ZNF292 PHF8 ZNF223 ADNP ZNF430 TAF1 EP300 RBL2 JMY ZNF507 ZNF41 ZNF81 ARID1A ZNF587 ZNF611 REST ARID4A ZNF273 AFF1 ZNF627 ZKSCAN1 ZNF33A MKL2 ZNF518A ZNF333 ZNF136 ZNF441 ASH1L ; 
TOX2 ; SPI1 MSC FLI1 STAT4 RUNX3 MEF2C CREB5 ; 
JPH2 ; PTRF TGFB1I1 AEBP1 ZFPM2 HAND2 CSDC2 ; 
PKIG ; EBF1 HIC1 TGFB1I1 BCL6B FOXF1 MYOCD KLF2 MEF2C AEBP1 ZFPM2 TCF21 APBB1 NAP1L3 TWIST2 HAND2 CSDC2 ; 
ADA ; HES2 ; 
WISP2 ; HAND2 CSDC2 ; 
PI3 ; HES2 ; 
MMP9 ; SPI1 MNDA MSC IRF8 ZNF469 RUNX3 TFEC AEBP1 FOXP3 IRF4 PRRX1 ; 
SULF2 ; PTRF ZNF469 AEBP1 PRRX1 ; 
PREX1 ; IRF8 FLI1 RUNX3 MEF2C ; 
ARFGEF2 ; RREB1 VHL BDP1 ZDHHC21 NR2C2 TMF1 TAF4 ZNF217 AFF4 ZNF292 SHPRH NCOA2 ZNF236 EPC1 ZNF397 CLOCK ADNP ZNF430 REL EP300 RBL2 NCOA3 ZNF81 ARID1A ZNF587 REST ZNF641 ARID4A AFF1 GTF2A1 ZKSCAN1 MKL2 ETV3 APC ASH1L ; ZNF593
PTGIS ; AEBP1 ZFPM2 HAND2 CSDC2 ; 
B4GALT5 ; STAT3 ; 
ATP9A ; ASH1L ; 
BCAS1 ; TOB1 TBX3 ZNF440 ZNF33A RERE ZNF443 ; TEAD4 PTRF FOXD1
DOK5 ; HIC1 ETV1 TWIST1 AEBP1 ZFPM2 TWIST2 PRRX1 CSDC2 ; 
AURKA ; TRIP13 ESPL1 PTTG1 MCM2 BRCA1 EZH2 WDHD1 DNMT1 BRIP1 ; RERE
CASS4 ; SPI1 SLA2 MNDA CIITA IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 HCLS1 ; 
ZBP1 ; SP110 IRF1 SPI1 SLA2 SP140 EOMES CIITA IRF8 STAT4 TBX21 TRIM22 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
PMEPA1 ; PTRF AEBP1 PRRX1 ; 
APCDD1L ; PTRF TGFB1I1 AEBP1 TWIST2 PRRX1 ; 
NPEPL1 ; HDAC10 ; 
CTSZ ; LYL1 SPI1 MNDA VENTX ; KLF3
ZNF831 ; IRF1 SLA2 EOMES CIITA IRF8 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
RPS21 ; PPAN ; 
PPDPF ; ZNF524 NR2F6 AES ; 
PTK6 ; KLF5 TBX6 ZNF440 ; 
ARFRP1 ;  ; ZNF587 ZNF518A
PCMTD2 ; MDM4 ZNF223 RBL2 ZNF10 ARID4A ZNF627 ZKSCAN1 ZNF33A RERE ZNF333 ZNF443 ; 
SAMD10 ; NR2F6 AES PCBD1 BTG2 ; HMGA2
SOX18 ; HEYL SOX17 BCL6B ; 
STMN3 ; TRPS1 ; 
TNFRSF6B ; TEAD4 PDLIM4 PTRF CREB5 ; 
SAMSN1 ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 VENTX BIN1 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 HDAC9 STAT1 RUNX3 TFEC TNFAIP3 EGR2 CREB5 FOXP3 IRF4 PRRX1 ; 
CXADR ; RAI1 ADNP ELK4 MKL2 ETV3 ASH1L ; 
MIR155HG ; SPI1 SLA2 MNDA EOMES CIITA IRF8 FLI1 STAT4 TBX21 TOX STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
JAM2 ; LYL1 EBF1 HIC1 HEYL TGFB1I1 SOX17 MSC KLF9 FLI1 MEOX1 TCF4 BCL6B FOXF1 MEOX2 LDB2 FHL5 AFF3 KLF2 MEF2C TWIST1 AEBP1 ERG LEF1 ZFPM2 TCF21 NAP1L3 TBX5 TWIST2 EBF3 PRRX1 HAND2 NDN CSDC2 ; 
CYYR1 ; EBF1 HEYL TAL1 NR5A2 SOX17 NOTCH4 FLI1 MEOX1 BCL6B FOXF1 HEY2 LDB2 FHL5 KLF2 MEF2C ERG EBF3 ; 
ADAMTS1 ; TCF21 ; 
ADAMTS5 ; HEYL BCL6B LDB2 MEF2C ERG ; 
TIAM1 ; ZNF436 ; 
DONSON ; E2F1 TCF19 MCM2 EZH2 KNTC1 TIMELESS WHSC1 WDHD1 DNMT1 BRIP1 ; 
RCAN1 ; NR4A3 KLF9 EGR3 DAB2 ; 
MORC3 ; ELF1 NCOA3 ZNF641 ASH1L ; 
CHAF1B ; E2F1 HMGN2 MCM5 TCF19 MCM2 BRCA1 ZNF367 EZH2 TIMELESS WHSC1 WDHD1 DNMT1 ; 
PSMG1 ;  ; RERE
FAM3B ; PCBD1 ZSCAN16 BTG2 TBX3 RERE ; TEAD4
MX2 ; IRF9 STAT2 ; 
MX1 ; IRF9 SP110 ; 
TMPRSS2 ; ELF3 PCBD1 TOB1 RERE ; TEAD4
UBASH3A ; IRF1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
SLC37A1 ; MSX2 TOB1 RERE ; 
PDE9A ; TLE2 ; 
ITGB2 ; IRF1 SPI1 SLA2 MNDA SP140 VENTX BIN1 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC EGR2 FOXP3 IRF4 PRRX1 ; ZNF443
ADARB1 ; TWIST2 ; 
COL18A1 ; HIC1 HEYL PTRF TGFB1I1 TCF4 BCL6B ZNF469 MEF2C TWIST1 AEBP1 ERG LZTS1 ZFPM2 GLIS2 TWIST2 PRRX1 CSDC2 ; 
PCBP3 ; HIC1 PTRF TGFB1I1 MEOX2 KLF2 AEBP1 TWIST2 HAND2 ; 
COL6A1 ; GLIS1 SNAI1 HIC1 VENTX PTRF TGFB1I1 GLI2 MSC ZNF469 TSHZ3 PRRX2 TWIST1 AEBP1 ZFPM2 GLIS2 TWIST2 PRRX1 CSDC2 ; 
COL6A2 ; GLIS1 SNAI1 HIC1 VENTX PTRF TGFB1I1 GLI2 MSC FLI1 ZNF469 TSHZ3 ETV1 PRRX2 TWIST1 AEBP1 ZFPM2 CREB5 GLIS2 TWIST2 PRRX1 HAND2 TRPS1 CSDC2 ; 
S100B ; SPI1 MNDA MSC IRF8 RUNX3 TFEC FOXP3 ; 
PEX26 ; GTF2H3 BARD1 RBL1 ZNF689 REST GTF2A1 ; 
ARVCF ; ZNF84 ZNF443 ; 
CLDN5 ; EBF1 HIC1 HEYL TGFB1I1 SOX17 BCL6B LDB2 KLF2 MEF2C ERG EBF3 HAND2 CSDC2 ; 
MRPL40 ; TCEB2 THAP7 ; 
PI4KAP1 ; HIC2 ; 
PI4KAP2 ; HIC2 ; 
SCARF2 ; GLIS1 HIC1 HEYL MEIS3 PTRF TGFB1I1 CREB3L1 GLI2 MSC ZNF469 ETV1 PRRX2 TWIST1 AEBP1 LEF1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 CSDC2 ; 
USP18 ; SP110 EIF2AK2 ; 
YPEL1 ; ZSCAN16 ; 
GNAZ ; APBB1 ; 
RGL4 ; SLA2 SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
MMP11 ; GLIS1 ZNF469 ETV1 AEBP1 GLIS2 PRRX1 CSDC2 ; 
MIF ; PPAN ; 
GGT5 ; LYL1 EBF1 SNAI1 HIC1 HEYL VENTX MEIS3 PTRF TGFB1I1 GLI2 MSC FLI1 BCL6B ZNF469 TSHZ3 ETV1 LDB2 PRRX2 KLF2 MEF2C TWIST1 AEBP1 LEF1 LZTS1 ZFPM2 NAP1L3 GLIS2 TWIST2 PRRX1 HAND2 NDN CSDC2 ; 
POM121L9P ; AEBP1 TWIST2 PRRX1 ; 
ADORA2A ; LYL1 SPI1 SP140 POU2F2 EOMES IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC FOXP3 IRF4 ; 
LRP5L ; MDM4 ; 
CRYBB1 ; SPI1 ; 
MIAT ; GFI1 SPI1 SLA2 MNDA SP140 VENTX EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
MN1 ; HIC1 PTRF TWIST1 AEBP1 ZFPM2 TWIST2 PRRX1 CSDC2 ; 
RASL10A ; TBX2 ; 
NEFH ; TFEC EGR2 ; 
ZMAT5 ; SCAND1 ; 
UQCR10 ; SCAND1 AES PCBD1 ; 
OSM ; SPI1 SNAI1 MNDA RUNX3 TNFAIP3 ; ZNF443
TCN2 ; MNDA IRF8 ; 
SMTN ; TBX4 HAND2 CSDC2 ; 
LIMK2 ; HES2 ; 
LARGE ; RERE ; 
TOM1 ; PRRX1 ; 
APOL6 ; IRF1 TRIM22 STAT1 ; 
APOL3 ; ETV7 PML SP110 IRF1 SPI1 SLA2 MNDA CIITA STAT4 TBX21 TRIM22 STAT1 FOXP3 ; 
MYH9 ; ELK3 ; 
IFT27 ; GLI4 ANKS3 AES CXXC1 ; 
NCF4 ; LYL1 SPI1 MNDA VENTX IRF8 TFEC DAB2 HCLS1 ; 
CSF2RB ; SPI1 MNDA POU2F2 IRF8 FLI1 RUNX3 TFEC TNFAIP3 FOXP3 DAB2 IRF4 PRRX1 NFATC2 HCLS1 ; 
TST ; PCBD1 ; 
MPST ;  ; GTF2H3 STAT1
KCTD17 ; SMARCD3 ; 
IL2RB ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
RAC2 ; SPI1 SLA2 SP140 FLI1 STAT4 TBX21 RUNX3 TFEC IRF4 ; 
CYTH4 ; ZBTB32 LYL1 IRF1 SPI1 SLA2 HIC1 MNDA SP140 VENTX BIN1 POU2F2 PTRF EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 ZNF469 STAT1 RUNX3 TFEC AEBP1 CREB5 FOXP3 IRF4 TWIST2 PRRX1 TRPS1 HCLS1 ; 
MFNG ; LYL1 SPI1 SLA2 HIC1 MNDA VENTX BIN1 PTRF TGFB1I1 MSC IRF8 FLI1 STAT4 MEOX1 TBX21 RUNX3 TFEC KLF2 MEF2C AEBP1 CREB5 IRF4 TWIST2 PRRX1 HCLS1 ; 
LGALS2 ; SLA2 IRF8 STAT4 TBX21 TFEC IRF4 ; 
LGALS1 ; PTRF TGFB1I1 MSC ZNF469 PRRX2 TWIST1 AEBP1 TWIST2 PRRX1 ; 
MICALL1 ; HES2 ; 
PICK1 ; AES ; 
RPL3 ; EEF1A1 ; 
RPS19BP1 ; SCAND1 AES ; GTF2H3 GTF2A1
GRAP2 ; ZBTB32 IRF1 GFI1 SPI1 SLA2 MNDA SP140 EOMES CIITA IRF8 FLI1 STAT4 TBX21 TRIM22 STAT1 RUNX3 TFEC FOXP3 IRF4 ; 
MEI1 ; SPI1 SLA2 SP140 VENTX IRF8 STAT4 TBX21 TFEC IRF4 ; 
CENPM ; MYBL2 E2F1 PTTG1 MCM5 HMGB2 MCM2 EZH2 ; 
NFAM1 ; SPI1 SLA2 SNAI1 MNDA SP140 VENTX BIN1 CIITA MSC IRF8 FLI1 STAT4 TBX21 RUNX3 TFEC AEBP1 CREB5 FOXP3 IRF4 PRRX1 ; 
PARVB ; TEAD4 PTRF FLI1 RUNX3 CREB5 ; 
PARVG ; LYL1 SPI1 SLA2 MNDA SP140 VENTX BIN1 POU2F2 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 TOX RUNX3 TFEC AEBP1 FOXP3 IRF4 TWIST2 PRRX1 ; 
KIAA1644 ; HIC1 PTRF TGFB1I1 GLI2 MSC FOXF1 ZNF469 MYOCD RUNX1T1 TWIST1 AEBP1 BACH2 ZFPM2 NAP1L3 TBX5 TWIST2 PRRX1 HAND2 CSDC2 ; 
WNT7B ; SPDEF ; 
C22orf26 ; PRRX1 ; 
GTSE1 ; E2F1 ESPL1 PTTG1 MCM5 HMGB2 MCM2 BRCA1 ZNF367 EZH2 KNTC1 E2F7 MCM4 TIMELESS WHSC1 WDHD1 ANKRD32 DNMT1 BRIP1 ; 
TRMU ; ANKS3 ; STAT3
CELSR1 ; SOX7 ; 
CERK ; TRPS1 ; 
FAM19A5 ; HIC1 MEIS3 TGFB1I1 MSC GLI1 FOXF1 ZNF469 ETV1 PRRX2 TWIST1 AEBP1 LEF1 ZFPM2 TCF21 NAP1L3 GLIS2 TBX5 PRRX1 HAND2 NDN CSDC2 ; 
KLHDC7B ; STAT1 ; 
MAPK11 ; PTRF ; 
ODF3B ; IRF9 PML SP110 IRF1 SPI1 SLA2 STAT4 TBX21 STAT1 ; 
SHANK3 ; HEYL BCL6B LDB2 FHL5 ERG ; 
TYMP ; PML SP110 IRF1 SPI1 SLA2 MNDA CIITA STAT4 TBX21 STAT1 RUNX3 TFEC ; ZNF84 ZNF443
CSF2RA ; MNDA VENTX BIN1 IRF8 STAT4 RUNX3 TFEC IRF4 ; 
IL3RA ; LYL1 SPI1 EBF1 SNAI1 HIC1 HEYL TAL1 SOX17 FLI1 BCL6B LDB2 KLF2 MEF2C TWIST1 ERG LEF1 EBF3 ; 
P2RY8 ; EBF1 IRF8 FLI1 RUNX3 TFEC MEF2C IRF4 ; 
MXRA5 ; PRRX2 AEBP1 GLIS2 PRRX1 ; 
KAL1 ; TSHZ3 PRRX1 ; 
TLR7 ; IRF8 TFEC DAB2 ; 
TLR8 ; SPI1 SLA2 MNDA VENTX EOMES CIITA IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC FOXP3 IRF4 PRRX1 ; 
GPM6B ; PRRX1 ; 
FANCB ; WDHD1 DNMT1 BRIP1 ; 
MOSPD2 ; GTF2H3 ASCC3 RBL1 ATF2 NCOA2 TAF1 GTF2A1 ; 
AP1S2 ; LYL1 SPI1 EBF1 HIC1 MNDA VENTX BIN1 PTRF TGFB1I1 MSC IRF8 FLI1 STAT4 TCF4 TBX21 TSHZ3 TOX RUNX3 TFEC KLF2 MEF2C AEBP1 ERG EGR2 CREB5 APBB1 KLF12 NAP1L3 DAB2 IRF4 PRRX1 ; 
TXLNG ; GTF3C4 POLR1B GTF2H3 TAF1L SHPRH ZNF623 CLOCK TAF1 REST GTF2A1 ETV3 APC ; 
RAI2 ; FOXF1 LDB2 KLF2 TCF21 NAP1L3 HAND2 NR3C2 ; 
CDKL5 ; NCOA2 GTF2A1 ZKSCAN1 ETV3 ; 
PPEF1 ; AEBP1 PRRX1 ; 
ACOT9 ; TEAD4 ; ZNF436 ZNF440 ZNF627 ZNF33A ZNF443
POLA1 ; DNMT1 ; 
CXorf21 ; SPI1 SLA2 MNDA SP140 VENTX POU2F2 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 TOX RUNX3 TFEC TNFAIP3 EGR2 FOXP3 IRF4 TWIST2 PRRX1 ; 
CYBB ; IRF1 GFI1 SPI1 SLA2 MNDA SP140 VENTX BIN1 PTRF EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 ZNF469 TOX STAT1 RUNX3 TFEC TNFAIP3 EGR2 CREB5 FOXP3 IRF4 PRRX1 ; 
SRPX ; GATA6 PTRF TGFB1I1 GLI2 MSC AEBP1 TWIST2 PRRX1 CSDC2 ; 
TSPAN7 ; RARB ; 
GPR34 ; SPI1 MNDA VENTX BIN1 PTRF MSC IRF8 FLI1 STAT4 TBX21 ZNF469 RUNX3 TFEC AEBP1 FOXP3 IRF4 PRRX1 ; 
GPR82 ; SPI1 MNDA STAT4 RUNX3 FOXP3 ; 
MAOA ; KLF3 MAML3 ZNF436 ZNF440 ; 
MAOB ; CSDC2 ; 
CXorf36 ; EBF1 HEYL TAL1 NR5A2 SOX17 NOTCH4 BCL6B FOXF1 HEY2 LDB2 FHL5 KLF2 MEF2C ERG LEF1 TCF21 EBF3 ; 
RGN ; HAND2 ; 
INE1 ; BTAF1 DMTF1 ZNF224 ZKSCAN1 ZNF333 ; 
TIMP1 ; SPI1 PTRF TGFB1I1 MSC AEBP1 PRRX1 ; 
CFP ; SPIB IRF8 FLI1 MEOX1 RUNX3 TFEC KLF2 MEF2C IRF4 ; 
ZNF182 ; ZNF224 ZNF84 ZNF333 ZNF443 ; 
WAS ; ZBTB32 LYL1 IRF1 GFI1 SPI1 SLA2 MNDA SP140 VENTX BIN1 POU2F2 EOMES CIITA MSC IRF8 FLI1 STAT4 TBX21 STAT1 RUNX3 TFEC CREB5 FOXP3 IRF4 PRRX1 TRPS1 ; 
SUV39H1 ; PTTG1 ; 
PIM2 ; SLA2 TBX21 TFEC FOXP3 IRF4 ; 
MAGIX ; AES PCBD1 ; 
NUDT10 ; ZFPM2 TWIST2 TRPS1 CSDC2 ; 
NUDT11 ; TRPS1 ; 
GSPT2 ; MYEF2 ; 
